SN,Business Name,Action
1097,Dominican restaurant,pending
1098,Donations center,pending
1099,Doner kebab restaurant,pending
1100,Donut shop,pending
1101,Door manufacturer,pending
1102,Door shop,pending
1103,Door supplier,pending
1104,Door warehouse,pending
1105,Double glazing installer,pending
1106,Doula,pending
1107,Drafting equipment supplier,pending
1108,Drafting service,pending
1109,Drainage service,pending
1110,Drama school,pending
1111,Drama theater,pending
1112,Drawing lessons,pending
1113,Dress and tuxedo rental service,pending
1114,Dress store,pending
1115,Dressmaker,pending
1116,Dried flower shop,pending
1117,Dried seafood store,pending
1118,Drilling contractor,pending
1119,Drilling equipment supplier,pending
1120,Drinking water fountain,pending
1121,Drinking water supplier,pending
1122,Drive-in movie theater,pending
1123,Driver’s license office,pending
1124,Drivers license training school,pending
1125,Driveshaft shop,pending
1126,Driving school,pending
1127,Driving test center,pending
1128,Drone service,pending
1129,Drone shop,pending
1130,Drug testing service,pending
1131,Drug store,pending
1132,Drum school,pending
1133,Drum store,pending
1134,Dry cleaner,pending
1135,Dry fruit store,pending
1136,Dry ice supplier,pending
1137,Dry wall contractor,pending
1138,Dry wall supply store,pending
1139,Dryer vent cleaning service,pending
1140,DS Automobiles dealer,pending
1141,Ducati dealer,pending
1142,Dude ranch,pending
1143,Dump truck dealer,pending
1144,Dumpling restaurant,pending
1145,Dumpster rental service,pending
1146,Durum restaurant,pending
1147,Dutch restaurant,pending
1148,Duty free store,pending
1149,DVD store,pending
1150,Dye store,pending
1151,Dyeworks,pending
1152,Dynamometer supplier,pending
1153,E commerce agency,pending
1154,E-commerce service,pending
1155,Ear piercing service,pending
1156,Earth works company,pending
1157,East African restaurant,pending
1158,East Javanese restaurant,pending
1159,Eastern European grocery store,pending
1160,Eastern European restaurant,pending
1161,Eastern Orthodox Church,pending
1162,Eating disorder treatment center,pending
1163,Eclectic restaurant,pending
1164,Ecological park,pending
1165,Ecologists association,pending
1166,Economic consultant,pending
1167,Economic development agency,pending
1168,Ecuadorian restaurant,pending
1169,Education center,pending
1170,Educational consultant,pending
1171,Educational institution,pending
1172,Educational supply store,pending
1173,Educational testing service,pending
1174,EFTPOS equipment supplier,pending
1175,Egg supplier,pending
1176,Egyptian restaurant,pending
1177,Elder law attorney,pending
1178,Electric bicycle store,pending
1179,Electric motor repair shop,pending
1180,Electric motor scooter dealer,pending
1181,Electric motor store,pending
1182,Electric motor vehicle dealer,pending
1183,Electric motorcycle dealer,pending
1184,Electric utility company,pending
1185,Electric vehicle charging station,pending
1186,Electric vehicle charging station contractor,pending
1187,Electrical appliance wholesaler,pending
1188,Electrical engineer,pending
1189,Electrical equipment supplier,pending
1190,Electrical installation service,pending
1191,Electrical repair shop,pending
1192,Electrical substation,pending
1193,Electrical supply store,pending
1194,Electrical products wholesaler,pending
1195,Electrician,pending
1196,Electrolysis hair removal service,pending
1197,Electronic engineering service,pending
1198,Electronic parts supplier,pending
1199,Electronics accessories wholesaler,pending
1200,Electronics company,pending
1201,Electronics engineer,pending
1202,Electronics hire shop,pending
1203,Electronics manufacturer,pending
1204,Electronics repair shop,pending
1205,Electronics store,pending
1206,Electronics vending machine,pending
1207,Electronics wholesaler,pending
1208,Elementary school,pending
1209,Elevator manufacturer,pending
1210,Elevator service,pending
1211,Embassy,pending
1212,Embossing service,pending
1213,Embroidery service,pending
1214,Embroidery shop,pending
1215,EMDR psychotherapist,pending
1216,Emergency call booth,pending
1217,Emergency care physician,pending
1218,Emergency care service,pending
1219,Emergency dental service,pending
1220,Emergency locksmith service,pending
1221,Emergency room,pending
1222,Emergency training,pending
1223,Emergency training school,pending
1224,Emergency veterinarian service,pending
1225,Employment agency,pending
1226,Employment attorney,pending
1227,Employment center,pending
1228,Employment consultant,pending
1229,Endocrinologist,pending
1230,Endodontist,pending
1231,Endoscopist,pending
1232,Energy advisory service,pending
1233,Energy equipment and solutions,pending
1234,Energy supplier,pending
1235,Engine rebuilding service,pending
1236,Engineer,pending
1237,Engineering consultant,pending
1238,Engineering school,pending
1239,English language camp,pending
1240,English language school,pending
1241,English restaurant,pending
1242,Engraver,pending
1243,Entertainer,pending
1244,Entertainment agency,pending
1245,Envelope supplier,pending
1246,Environment office,pending
1247,Environment renewable natural resources,pending
1248,Environmental attorney,pending
1249,Environmental consultant,pending
1250,Environmental engineer,pending
1251,Environmental health service,pending
1252,Environmental organization,pending
1253,Environmental protection organization,pending
1254,Episcopal church,pending
1255,Equestrian club,pending
1256,Equestrian facility,pending
1257,Equestrian store,pending
1258,Equipment exporter,pending
1259,Equipment importer,pending
1260,Equipment rental agency,pending
1261,Equipment supplier,pending
1262,Eritrean restaurant,pending
1263,Erotic massage,pending
1264,Escape room center,pending
1265,Escrow service,pending
1266,Espresso bar,pending
1267,Estate appraiser,pending
1268,Estate liquidator,pending
1269,Estate litigation attorney,pending
1270,Estate planning attorney,pending
1271,Ethiopian restaurant,pending
1272,Ethnographic museum,pending
1273,European grocery store,pending
1274,European restaurant,pending
1275,Evangelical church,pending
1276,Evening school,pending
1277,Event management company,pending
1278,Event planner,pending
1279,Event technology service,pending
1280,Event ticket seller,pending
1281,Event venue,pending
1282,Excavating contractor,pending
1283,Executive search firm,pending
1284,Executive suite rental agency,pending
1285,Executor,pending
1286,Exhibit,pending
1287,Exhibition and trade centre,pending
1288,Exhibition planner,pending
1289,Exporter,pending
1290,Extended stay hotel,pending
1291,Extremaduran restaurant,pending
1292,Eye care center,pending
1293,Eyebrow bar,pending
1294,Eyelash salon,pending
1295,Fabric product manufacturer,pending
1296,Fabric store,pending
1297,Fabric wholesaler,pending
1298,Fabrication engineer,pending
1299,Facial spa,pending
1300,Factory equipment supplier,pending
1301,Faculty of law,pending
1302,Faculty of pharmacy,pending
1303,Faculty of science,pending
1304,Fairground,pending
1305,Falafel restaurant,pending
1306,Family counselor,pending
1307,Family day care service,pending
1308,Family law attorney,pending
1309,Family planning center,pending
1310,Family planning counselor,pending
1311,Family practice physician,pending
1312,Family restaurant,pending
1313,Family service center,pending
1314,Farm,pending
1315,Farm bureau,pending
1316,Farm equipment repair service,pending
1317,Farm equipment supplier,pending
1318,Farm household tour,pending
1319,Farm school,pending
1320,Farm shop,pending
1321,Farmers’ market,pending
1322,Farmstay,pending
1323,Farrier service,pending
1324,Fashion accessories store,pending
1325,Fashion design school,pending
1326,Fashion designer,pending
1327,Fast food restaurant,pending
1328,Fastener supplier,pending
1329,Favela,pending
1330,Fax service,pending
1331,Federal Agency for Technical Relief,pending
1332,Federal credit union,pending
1333,Federal government office,pending
1334,Federal police,pending
1335,Feed manufacturer,pending
1336,Animal feed store,pending
1337,Felt boots store,pending
1338,Fence contractor,pending
1339,Fence supply store,pending
1340,Fencing salon,pending
1341,Fencing school,pending
1342,Feng shui consultant,pending
1343,Feng shui shop,pending
1344,Ferrari dealer,pending
1345,Ferris wheel,pending
1346,Ferry service,pending
1347,Fertility clinic,pending
1348,Fertility physician,pending
1349,Fertilizer supplier,pending
1350,Festival,pending
1351,Festival hall,pending
1352,Fiat dealer,pending
1353,Fiber optic products supplier,pending
1354,Fiberglass repair service,pending
1355,Fiberglass supplier,pending
1356,Figurine shop,pending
1357,Filipino grocery store,pending
1358,Filipino restaurant,pending
1359,Film and photograph library,pending
1360,Film production company,pending
1361,Filtration plant,pending
1362,Finance broker,pending
1363,Financial advisor,pending
1364,Financial audit,pending
1365,Financial consultant,pending
1366,Financial institution,pending
1367,Financial planner,pending
1368,Fine dining restaurant,pending
1369,Fingerprinting service,pending
1370,Finishing materials supplier,pending
1371,Finnish restaurant,pending
1372,Fire alarm supplier,pending
1373,Fire damage restoration service,pending
1374,Fire department equipment supplier,pending
1375,Fire fighters academy,pending
1376,Fire protection consultant,pending
1377,Fire protection equipment supplier,pending
1378,Fire protection service,pending
1379,Fire protection system supplier,pending
1380,Fire station,pending
1381,Firearms academy,pending
1382,Fireplace manufacturer,pending
1383,Fireplace store,pending
1384,Firewood supplier,pending
1385,Fireworks store,pending
1386,Fireworks supplier,pending
1387,First aid station,pending
1388,Fish & chips restaurant,pending
1389,Fish and chips takeaway,pending
1390,Fish farm,pending
1391,Fish processing,pending
1392,Fish restaurant,pending
1393,Fish spa,pending
1394,Fish store,pending
1395,Fishing camp,pending
1396,Fishing charter,pending
1397,Fishing club,pending
1398,Fishing pier,pending
1399,Fishing pond,pending
1400,Fishing store,pending
1401,Fitness center,pending
1402,Exercise equipment store,pending
1403,Fitness equipment wholesaler,pending
1404,Fitted furniture supplier,pending
1405,Fixed-base operator,pending
1406,Flag store,pending
1407,Flamenco dance store,pending
1408,Flamenco school,pending
1409,Flamenco theater,pending
1410,Flavours fragrances and aroma supplier,pending
1411,Flea market,pending
1412,Flight school,pending
1413,Floating market,pending
1414,Floor refinishing service,pending
1415,Floor sanding and polishing service,pending
1416,Flooring contractor,pending
1417,Flooring store,pending
1418,Floridian restaurant,pending
1419,Florist,pending
1420,Flour mill,pending
1421,Flower delivery,pending
1422,Flower designer,pending
1423,Flower market,pending
1424,FMCG goods wholesaler,pending
1425,FMCG manufacturer,pending
1426,Foam rubber producer,pending
1427,Foam rubber supplier,pending
1428,Folk high school,pending
1429,Fondue restaurant,pending
1430,Food and beverage consultant,pending
1431,Food and beverage exporter,pending
1432,Food bank,pending
1433,Food broker,pending
1434,Food court,pending
1435,Food machinery supplier,pending
1436,Food manufacturer,pending
1437,Food manufacturing supply,pending
1438,Food processing company,pending
1439,Food processing equipment,pending
1440,Food producer,pending
1441,Food products supplier,pending
1442,Food seasoning manufacturer,pending
1443,Foot bath,pending
1444,Foot care,pending
1445,Foot massage parlor,pending
1446,Football club,pending
1447,American football field,pending
1448,Ford dealer,pending
1449,Foreclosure service,pending
1450,Foreign consulate,pending
1451,Foreign exchange students organization,pending
1452,Foreign languages program school,pending
1453,Foreign trade consultant,pending
1454,Foreman builders association,pending
1455,Forensic consultant,pending
1456,Forestry service,pending
1457,Forklift dealer,pending
1458,Forklift rental service,pending
1459,Formal wear store,pending
1460,Fortress,pending
1461,Fortune telling services,pending
1462,Foster care service,pending
1463,Foundation,pending
1464,Foundry,pending
1465,Fountain contractor,pending
1466,Foursquare church,pending
1467,Franconian restaurant,pending
1468,Fraternal organization,pending
1469,Free clinic,pending
1470,Free parking lot,pending
1471,Freestyle wrestling,pending
1472,Freight forwarding service,pending
1473,French language school,pending
1474,French restaurant,pending
1475,French steakhouse restaurant,pending
1476,Fresh food market,pending
1477,Fried chicken takeaway,pending
1478,Friends church,pending
1479,Frituur,pending
1480,Frozen dessert supplier,pending
1481,Frozen food manufacturer,pending
1482,Frozen food store,pending
1483,Frozen yogurt shop,pending
1484,Fruit and vegetable processing,pending
1485,Fruit and vegetable store,pending
1486,Fruit and vegetable wholesaler,pending
1487,Fruit parlor,pending
1488,Fruit wholesaler,pending
1489,Fruits wholesaler,pending
1490,Fujian restaurant,pending
1491,Fuel supplier,pending
1492,Fugu restaurant,pending
1493,Full dress rental service,pending
1494,Full Gospel church,pending
1495,Function room facility,pending
1496,Funeral celebrant service,pending
1497,Funeral director,pending
1498,Funeral home,pending
1499,Fur coat shop,pending
1500,Fur manufacturer,pending
1501,Fur service,pending
1502,Furnace parts supplier,pending
1503,Furnace repair service,pending
1504,Furnace store,pending
1505,Furnished apartment building,pending
1506,Furniture accessories,pending
1507,Furniture accessories supplier,pending
1508,Furniture maker,pending
1509,Furniture manufacturer,pending
1510,Furniture rental service,pending
1511,Furniture repair shop,pending
1512,Furniture store,pending
1513,Furniture wholesaler,pending
1514,Fusion restaurant,pending
1515,Futon store,pending
1516,Futsal court,pending
1517,Galician restaurant,pending
1518,Gambling house,pending
1519,Gambling instructor,pending
1520,Game store,pending
1521,Garage builder,pending
1522,Garage door supplier,pending
1523,Garbage collection service,pending
1524,Garbage dump,pending
1525,Garbage dump service,pending
1526,Garden,pending
1527,Garden building supplier,pending
1528,Garden center,pending
1529,Garden furniture shop,pending
1530,Garden machinery supplier,pending
1531,Gardener,pending
1532,Garment exporter,pending
1533,Gas company,pending
1534,Gas cylinders supplier,pending
1535,Gas engineer,pending
1536,Gas installation service,pending
1537,Gas logs supplier,pending
1538,Gas shop,pending
1539,Gas station,pending
1540,Gasfitter,pending
1541,Gasket manufacturer,pending
1542,Gastroenterologist,pending
1543,Gastrointestinal surgeon,pending
1544,Gastropub,pending
1545,Gated community,pending
1546,Gay & lesbian organization,pending
1547,Gay bar,pending
1548,Gay night club,pending
1549,Gay sauna,pending
1550,Gazebo builder,pending
1551,Gemologist,pending
1552,Genealogist,pending
1553,General contractor,pending
1554,General education school,pending
1555,General hospital,pending
1556,General practice attorney,pending
1557,General practitioner,pending
1558,General store,pending
1559,Electric generator shop,pending
1560,Genesis dealer,pending
1561,Faculty of geography and history,pending
1562,Geological research company,pending
1563,Geological service,pending
1564,Georgian restaurant,pending
1565,Geotechnical engineer,pending
1566,Geriatrician,pending
1567,German language school,pending
1568,German restaurant,pending
1569,Gestalt therapist,pending
1570,Ghost town,pending
1571,Gift basket store,pending
1572,Gift shop,pending
1573,Gift wrap store,pending
1574,Girl bar,pending
1575,Girls’ high school,pending
1576,Glass & mirror shop,pending
1577,Glass block supplier,pending
1578,Glass blower,pending
1579,Glass cutting service,pending
1580,Glass engraving service,pending
1581,Glass etching service,pending
1582,Glass industry,pending
1583,Glass manufacturer,pending
1584,Glass merchant,pending
1585,Glass repair service,pending
1586,Glass shop,pending
1587,Glasses repair service,pending
1588,Glassware manufacturer,pending
1589,Glassware store,pending
1590,Glassware wholesaler,pending
1591,Glazier,pending
1592,Gluten-free restaurant,pending
1593,GMC dealer,pending
1594,Go club,pending
1595,Go-kart track,pending
1596,Goan restaurant,pending
1597,Gold dealer,pending
1598,Gold mining company,pending
1599,Goldfish store,pending
1600,Goldsmith,pending
1601,Golf cart dealer,pending
1602,Golf club,pending
1603,Golf course,pending
1604,Golf course builder,pending
1605,Golf driving range,pending
1606,Golf instructor,pending
1607,Golf shop,pending
1608,Gospel church,pending
1609,Gourmet grocery store,pending
1610,Government college,pending
1611,Government economic program,pending
1612,Government hospital,pending
1613,Government office,pending
1614,Government ration shop,pending
1615,Government school,pending
1616,GPS supplier,pending
1617,Graduate school,pending
1618,Graffiti removal service,pending
1619,Grain elevator,pending
1620,Grammar school,pending
1621,Granite supplier,pending
1622,Graphic designer,pending
1623,Gravel pit,pending
1624,Gravel plant,pending
1625,Greek Orthodox church,pending
1626,Greek restaurant,pending
1627,Green energy supplier,pending
1628,Greengrocer,pending
1629,Greenhouse,pending
1630,Greeting card shop,pending
1631,Greyhound stadium,pending
1632,Grill store,pending
1633,Grocery delivery service,pending
1634,Grocery store,pending
1635,Ground self defense force,pending
1636,Group home,pending
1637,Grow shop,pending
1638,Guardia Civil,pending
1639,Guardia Di Finanza Police,pending
1640,Guatemalan restaurant,pending
1641,Guest house,pending
1642,Guizhou restaurant,pending
1643,Guitar instructor,pending
1644,Guitar store,pending
1645,Gujarati restaurant,pending
1646,Gun club,pending
1647,Gun shop,pending
1648,Offal barbecue restaurant,pending
1649,Gutter cleaning service,pending
1650,Gutter service,pending
1651,Gym,pending
1652,Gymnasium school,pending
1653,Gymnastics center,pending
1654,Gymnastics club,pending
1655,Obstetrician-gynecologist,pending
1656,Gynecologist,pending
1657,Gypsum product supplier,pending
1658,Gyro restaurant,pending
1659,Haberdashery,pending
1660,Hair extension technician,pending
1661,Hair extensions supplier,pending
1662,Hair removal service,pending
1663,Hair replacement service,pending
1664,Hair salon,pending
1665,Hair transplantation clinic,pending
1666,Haitian restaurant,pending
1667,Hakka restaurant,pending
1668,Halal restaurant,pending
1669,Haleem restaurant,pending
1670,Halfway house,pending
1671,Ham shop,pending
1672,Hamburger restaurant,pending
1673,Hammam,pending
1674,Hand surgeon,pending
1675,Handbags shop,pending
1676,Handball club,pending
1677,Handball court,pending
1678,Handicapped transportation service,pending
1679,Handicraft,pending
1680,Handicraft exporter,pending
1681,Handicraft fair,pending
1682,Handicraft museum,pending
1683,Handicraft school,pending
1684,Handicrafts wholesaler,pending
1685,Handyman/Handywoman/Handyperson,pending
1686,Hang gliding center,pending
1687,Hardware store,pending
1688,Harley-Davidson dealer,pending
1689,Hat shop,pending
1690,Haunted house,pending
1691,Hauptschule (lower-tier secondary school),pending
1692,Haute couture fashion house,pending
1693,Haute French restaurant,pending
1694,Hawaiian goods store,pending
1695,Hawaiian restaurant,pending
1696,Hawker center,pending
1697,Hawker stall,pending
1698,Hay supplier,pending
1699,Head and neck surgeon,pending
1700,Head start center,pending
1701,Health and beauty shop,pending
1702,Health consultant,pending
1703,Health counselor,pending
1704,Health food restaurant,pending
1705,Health food store,pending
1706,Health insurance agency,pending
1707,Health resort,pending
1708,Health spa,pending
1709,Hearing aid repair service,pending
1710,Hearing aid store,pending
1711,Hearing assistance earphone store,pending
1712,Heart hospital,pending
1713,Heating contractor,pending
1714,Heating equipment supplier,pending
1715,Heating oil supplier,pending
1716,Height works,pending
1717,Helicopter charter,pending
1718,Helicopter tour agency,pending
1719,Heliport,pending
1720,Helium gas supplier,pending
1721,Hematologist,pending
1722,Hepatologist,pending
1723,Herb shop,pending
1724,Herbal medicine store,pending
1725,Herbalist,pending
1726,Heritage building,pending
1727,Heritage museum,pending
1728,Heritage preservation,pending
1729,Heritage railroad,pending
1730,High ropes course,pending
1731,High school,pending
1732,Higher secondary school,pending
1733,Highway patrol,pending
1734,Hiking area,pending
1735,Hiking club,pending
1736,Hiking guide,pending
1737,Hindu priest,pending
1738,Hindu temple,pending
1739,Hip hop dance class,pending
1740,Hispanic church,pending
1741,Historical landmark,pending
1742,Historical place museum,pending
1743,Historical society,pending
1744,History museum,pending
1745,HIV testing center,pending
1746,Hoagie restaurant,pending
1747,Hobby store,pending
1748,Hockey club,pending
1749,Hockey field,pending
1750,Hockey rink,pending
1751,Hockey supply store,pending
1752,Holding company,pending
1753,Holiday apartment rental,pending
1754,Holiday home,pending
1755,Holistic medicine practitioner,pending
1756,Home automation company,pending
1757,Home builder,pending
1758,Home cinema installation,pending
1759,Home goods store,pending
1760,Home hairdresser,pending
1761,Home health care service,pending
1762,Home help,pending
1763,Home help service agency,pending
1764,Home improvement store,pending
1765,Home inspector,pending
1766,Home insurance agency,pending
1767,Home staging service,pending
1768,Home theater store,pending
1769,Homekill service,pending
1770,Homeless service,pending
1771,Homeless shelter,pending
1772,Homeopath,pending
1773,Homeopathic pharmacy,pending
1774,Homeowners’ association,pending
1775,Honda dealer,pending
1776,Honduran restaurant,pending
1777,Honey farm,pending
1778,Cha chaan teng (Hong Kong-style cafe),pending
1779,Hong Kong style fast food restaurant,pending
1780,Hookah bar,pending
1781,Hookah store,pending
1782,Horse boarding stable,pending
1783,Horse breeder,pending
1784,Horse rental service,pending
1785,Horse riding field,pending
1786,Horse riding school,pending
1787,Horse trailer dealer,pending
1788,Horse trainer,pending
1789,Horseback riding service,pending
1790,Horse transport supplier,pending
1791,Horseshoe smith,pending
1792,Horsestable studfarm,pending
1793,Hose supplier,pending
1794,Hospice,pending
1795,Hospital,pending
1796,Hospital equipment and supplies,pending
1797,Hospital department,pending
1798,Hospitality and tourism school,pending
1799,Hospitality high school,pending
1800,Host club,pending
1801,Hostel,pending
1802,Hot bedstone spa,pending
1803,Hot dog restaurant,pending
1804,Hot dog stand,pending
1805,Hot pot restaurant,pending
1806,Hot tub repair service,pending
1807,Hot tub store,pending
1808,Hot water system supplier,pending
1809,Hotel,pending
1810,Hotel management school,pending
1811,Hotel supply store,pending
1812,House cleaning service,pending
1813,House clearance service,pending
1814,House sitter,pending
1815,House sitter agency,pending
1816,Houseboat rental service,pending
1817,Household chemicals supplier,pending
1818,Household goods wholesaler,pending
1819,Housing association,pending
1820,Housing authority,pending
1821,Housing complex,pending
1822,Housing cooperative,pending
1823,Housing development,pending
1824,Housing society,pending
1825,Housing utility company,pending
1826,Hua gong shop,pending
1827,Hua niao market place,pending
1828,Hub cap supplier,pending
1829,Human resource consulting,pending
1830,Hunan restaurant,pending
1831,Hungarian restaurant,pending
1832,Hunting and fishing store,pending
1833,Hunting area,pending
1834,Hunting club,pending
1835,Hunting preserve,pending
1836,Hunting store,pending
1837,HVAC contractor,pending
1838,Hyderabadi restaurant,pending
1839,Hydraulic engineer,pending
1840,Hydraulic equipment supplier,pending
1841,Hydraulic repair service,pending
1842,Hydroelectric power plant,pending
1843,Hydroponics equipment supplier,pending
1844,Hygiene articles wholesaler,pending
1845,Hyperbaric medicine physician,pending
1846,Hypermarket,pending
1847,Hypnotherapy service,pending
1848,Hyundai dealer,pending
1849,Ice cream equipment supplier,pending
1850,Ice cream shop,pending
1851,Ice hockey club,pending
1852,Ice skating club,pending
1853,Ice skating instructor,pending
1854,Ice skating rink,pending
1855,Ice supplier,pending
1856,Icelandic restaurant,pending
1857,ICSE school,pending
1858,Religious statue manufacturer,pending
1859,Ikan bakar restaurant,pending
1860,Image consultant,pending
1861,IMAX theater,pending
1862,Immigration & naturalization service,pending
1863,Immigration attorney,pending
1864,Immigration detention centre,pending
1865,Immunologist,pending
1866,Impermeabilization service,pending
1867,Import export company,pending
1868,Importer,pending
1869,Incense supplier,pending
1870,Incineration plant,pending
1871,Income protection insurance agency,pending
1872,Income tax help association,pending
1873,Indian grocery store,pending
1874,Indian Motorcycle dealer,pending
1875,Indian Muslim restaurant,pending
1876,Indian restaurant,pending
1877,Indian sizzler restaurant,pending
1878,Indian sweets shop,pending
1879,Indian takeaway,pending
1880,Indonesian restaurant,pending
1881,Indoor cycling,pending
1882,Indoor golf course,pending
1883,Indoor playground,pending
1884,Indoor snowcenter,pending
1885,Indoor swimming pool,pending
1886,Industrial chemicals wholesaler,pending
1887,Industrial consultant,pending
1888,Industrial design company,pending
1889,Industrial engineer,pending
1890,Industrial engineers association,pending
1891,Industrial equipment supplier,pending
1892,Industrial gas supplier,pending
1893,Industrial real estate agency,pending
1894,Industrial supermarket,pending
1895,Industrial technical engineers association,pending
1896,Industrial vacuum equipment supplier,pending
1897,Infectious disease physician,pending
1898,Infiniti dealer,pending
1899,Information services,pending
1900,Inn,pending
1901,Insolvency service,pending
1902,Institute of Geography and Statistics,pending
1903,Instrumentation engineer,pending
1904,Insulation contractor,pending
1905,Insulation materials store,pending
1906,Insulator supplier,pending
1907,Insurance agency,pending
1908,Insurance attorney,pending
1909,Insurance broker,pending
1910,Insurance company,pending
1911,Intellectual property registry,pending
1912,Intensivist,pending
1913,Interior architect office,pending
1914,Interior construction contractor,pending
1915,Interior Decorator,pending
1916,Interior designer,pending
1917,Interior fitting contractor,pending
1918,Interior plant service,pending
1919,Internal medicine ward,pending
1920,International airport,pending
1921,International school,pending
1922,International trade consultant,pending
1923,Internet cafe,pending
1924,Internet marketing service,pending
1925,Internet service provider,pending
1926,Internet shop,pending
1927,Internist,pending
1928,Investment bank,pending
1929,Investment company,pending
1930,Investment service,pending
1931,Invitation printing service,pending
1932,Irish goods store,pending
1933,Irish pub,pending
1934,Irish restaurant,pending
1935,Iron steel contractor,pending
1936,Iron ware dealer,pending
1937,Iron works,pending
1938,Irrigation equipment supplier,pending
1939,Israeli restaurant,pending
1940,Isuzu dealer,pending
1941,Italian grocery store,pending
1942,Italian restaurant,pending
1943,Institute of technology,pending
1944,IV therapy service,pending
1945,Jaguar dealer,pending
1946,Jain temple,pending
1947,Jamaican restaurant,pending
1948,Janitorial equipment supplier,pending
1949,Janitorial service,pending
1950,Authentic Japanese restaurant,pending
1951,Japanese cheap sweets shop,pending
1952,Japanese confectionery shop,pending
1953,Japanese curry restaurant,pending
1954,Japanese delicatessen,pending
1955,Japanese grocery store,pending
1956,Ryotei restaurant,pending
1957,Izakaya restaurant,pending
1958,Japanese language instructor,pending
1959,Japanese regional restaurant,pending
1960,Japanese restaurant,pending
1961,Japanese steakhouse,pending
1962,Japanese sweets restaurant,pending
1963,Japanized western restaurant,pending
1964,Javanese restaurant,pending
1965,Jazz club,pending
1966,Jeep dealer,pending
1967,Jehovah’s Witness Kingdom Hall,pending
1968,Jeweler,pending
1969,Jewelry appraiser,pending
1970,Jewelry buyer,pending
1971,Jewelry designer,pending
1972,Jewelry engraver,pending
1973,Jewelry equipment supplier,pending
1974,Jewelry exporter,pending
1975,Jewelry manufacturer,pending
1976,Jewelry repair service,pending
1977,Jewelry store,pending
1978,Jewish restaurant,pending
1979,Jiangsu restaurant,pending
1980,Joiner,pending
1981,Judaica store,pending
1982,Judicial auction,pending
1983,Judicial scrivener,pending
1984,Judo club,pending
1985,Judo school,pending
1986,Juice shop,pending
1987,Jujitsu school,pending
1988,Junior college,pending
1989,Junk dealer,pending
1990,Junk removal service,pending
1991,Junk store,pending
1992,Junkyard,pending
1993,Justice department,pending
1994,Jute exporter,pending
1995,Jute mill,pending
1996,Juvenile detention center,pending
1997,K-12 school,pending
1998,Kabaddi club,pending
1999,Kaiseki restaurant,pending
2000,Kalle pache restaurant,pending
2001,Karaoke,pending
2002,Karaoke bar,pending
2003,Karaoke equipment rental service,pending
2004,Karate club,pending
2005,Karate school,pending
2006,Karma dealer,pending
2007,Karnataka restaurant,pending
2008,Kashmiri restaurant,pending
2009,Kawasaki motorcycle dealer,pending
2010,Kazakhstani restaurant,pending
2011,Kebab shop,pending
2012,Kennel,pending
2013,Kerala restaurant,pending
2014,Kerosene supplier,pending
2015,Key duplication service,pending
2016,Kia dealer,pending
2017,Kickboxing school,pending
2018,Kilt shop and hire,pending
2019,Kimono store,pending
2020,Kindergarten,pending
2021,Kinesiologist,pending
2022,Kinesiotherapist,pending
2023,Kiosk,pending
2024,Kitchen furniture store,pending
2025,Kitchen remodeler,pending
2026,Kitchen supply store,pending
2027,Kite shop,pending
2028,Knife manufacturer,pending
2029,Knife store,pending
2030,Knit shop,pending
2031,Knitting instructor,pending
2032,Knitwear manufacturer,pending
2033,Kofta restaurant,pending
2034,Konkani restaurant,pending
2035,Korean barbecue restaurant,pending
2036,Korean beef restaurant,pending
2037,Korean church,pending
2038,Korean grocery store,pending
2039,Korean restaurant,pending
2040,Korean rib restaurant,pending
2041,Koshari restaurant,pending
2042,Kosher grocery store,pending
2043,Kosher restaurant,pending
2044,Kung fu school,pending
2045,Kushiyaki restaurant,pending
2046,Kyoto style Japanese restaurant,pending
2047,Labor relations attorney,pending
2048,Labor union,pending
2049,Laboratory,pending
2050,Laboratory equipment supplier,pending
2051,Lactation service,pending
2052,Ladder supplier,pending
2053,Lamborghini dealer,pending
2054,Laminating equipment supplier,pending
2055,Lamination service,pending
2056,Lamp repair service,pending
2057,Lamp shade supplier,pending
2058,Lancia dealer,pending
2059,Land allotment,pending
2060,Land planning authority,pending
2061,Land reform institute,pending
2062,Land Rover dealer,pending
2063,Land surveying office,pending
2064,Land surveyor,pending
2065,Landscape architect,pending
2066,Landscape designer,pending
2067,Landscape lighting designer,pending
2068,Landscaper,pending
2069,Landscaping supply store,pending
2070,Language school,pending
2071,Laotian restaurant,pending
2072,Lapidary,pending
2073,Laser cutting service,pending
2074,Laser equipment supplier,pending
2075,Laser hair removal service,pending
2076,Laser tag center,pending
2077,Lasik surgeon,pending
2078,Latin American restaurant,pending
2079,Laundromat,pending
2080,Laundry,pending
2081,Laundry service,pending
2082,Law book store,pending
2083,Law firm,pending
2084,Law library,pending
2085,Law school,pending
2086,Lawn bowls club,pending
2087,Lawn care service,pending
2088,Lawn equipment rental service,pending
2089,Lawn irrigation equipment supplier,pending
2090,Lawn mower repair service,pending
2091,Lawn mower store,pending
2092,Lawn sprinkler system contractor,pending
2093,Lawyer,pending
2094,Lawyers association,pending
2095,Leagues club,pending
2096,Learner driver training area,pending
2097,Learning center,pending
2098,Leasing service,pending
2099,Leather cleaning service,pending
2100,Leather coats store,pending
2101,Leather exporter,pending
2102,Leather goods manufacturer,pending
2103,Leather goods store,pending
2104,Leather goods supplier,pending
