Title,Address,Phone,Country,Website,Email,mobile_number,whatsapp_number
Laxmi Beauty Home,"M99M+59, Madhyapur Thimi, Bhaktapur Beauty Parlor Thimi, Beauty Parlor, New Thimi, Nayabasti 44800",+9779745874569,NP,https://facebook.com,null,,
Shine beauty salon and makeup studio,मध्यपुर थिमि 44600,+9779803657699,NP,,null,,
DeBeautilox Unisex Salon and Makeup Studio,"Near, Radhe Radhe Rd, मध्यपुर थिमि",+9779841725757,NP,https://facebook.com,null,,
Siruz Beauty Academy and Makeup Studio,"M9P7+V58, Bhaktapur Road, काठमाडौँ 44600",+9779818011095,NP,,null,,
Beauty Station Makeup Studio and Institute,"M9G6+225, मध्यपुर थिमि 44600",+9779849629268,NP,,null,,
Essence unisex parlour,"Manohara phant, 44600",+9779841432130,NP,,null,,
Pearl Beauty Home,"अरनिको राजमार्ग, मध्यपुर थिमि 44800",+9779849557528,NP,https://m.facebook.com,null,,
Flourish.thebeautystudio,"M9C4+CQF, मध्यपुर थिमि 44600",+9779860390146,NP,,null,,
निशा ब्यूटी पार्लर एण्ड कस्मेटीक,Bhaktapur 44600,+9779841631392,NP,,null,,
Rose beauty parlor lokanthali,"M9J6+3RP, मध्यपुर थिमि 44600",+9779860869790,NP,,null,,
Sajhya Glam Studio,"M9F6+P2Q, मध्यपुर थिमि 44600",+9779851341545,NP,,null,,
C RAS BEAUTY STUDIO & ACADEMY By Makeupwithrashmeein,"Degamana, भक्तपुर 44800",+9779860678210,NP,,null,,
Glowcraft Beauty studio & Academy,"MCCJ+FVP, भक्तपुर 44800",,NP,,null,,
Lee-Rai Korean Beauty Salon and Spa,मध्यपुर थिमि 44600,+9779848006384,NP,,null,,
Amicable Beauty & Hair Salon,"Kamalbinayak, भक्तपुर 45800",+9779843318117,NP,,null,,
The mirror salon,भक्तपुर 44800,+9779861116992,NP,,null,,
Pink me up,"M9C4+J66 Park, भक्तपुर 44600",,NP,,null,,
Barshu Beauty Parlour And Cosmetics,"M9J8+67X, मध्यपुर थिमि 44600",+97716635153,NP,,null,,
Ceeru's Beauty Salon,"101 अरनिको राजमार्ग, भक्तपुर 44800",+9779841620517,NP,https://instagram.com,null,,
Stylefix Hair Studio Kamalbinayak Bhaktapur,"Parking, Kamalbinayak, भक्तपुर 44800",+9779849279559,NP,,null,,
Sakira Beauty Parlour & Cosmetics,"MC7F+H63, भक्तपुर 44800",+9779843269816,NP,,null,,
Birendra Unisex Salon,"Bhatkyapati,(Lancha Phalacha, भक्तपुर 44800",+9779801790148,NP,,null,,
Glamor Beauty Point,"M9GX+24W, मध्यपुर थिमि",+9779841431984,NP,,null,,
New Face Beauty Parlour & Training Centre,"MCCH+333, Pottery Square Road, भक्तपुर 44800",+9779841648601,NP,,null,,
Blossoms Beauty Parlour & Nails Studio,"Suryamadhi Taulachhen, Jhatapo gali, भक्तपुर 44800",+9779843269896,NP,,null,,
Glamour Beauty Hub And Make Up Studio,"MCHV+29F, 44800 नगरकोट सडक, भक्तपुर 44800",+9779851176621,NP,,null,,
सुरज हेयर कटिङ्ग सैलुन,"MCCF+J38, नगरकोट सडक, भक्तपुर 44800",+9779803100825,NP,,null,,
J S Beauty Parlour & Training Institute,"MC8G+7WF Bhulancha, सुर्यविनायक 44800",+9779861550413,NP,https://facebook.com,null,,
कृष्नाज मेकअप स्टुडियो,"60 meter east from nagarko bus station, नगरकोट सडक, भक्तपुर 44601",+97716615321,NP,,null,,
Matina studio by susmi,"MCGC+745, भक्तपुर 44800",,NP,,null,,
Rami Beauty Parlour,"MCHQ+2Q9, भक्तपुर 44800",,NP,,null,,
Sama Beauty Arts And Training Institute,"MC8G+WFJ, भक्तपुर 44800",+9779849423898,NP,,null,,
Outspoken beauty salon,"MCFQ+MQW, भक्तपुर 44800",,NP,,null,,
Leezuu Beauty Home,"MCFR+CHX, भक्तपुर 44800",+9779840464880,NP,https://sites.google.com,null,,
Beauty Point Bhaktapur,"MCCR+R4F, भक्तपुर 44800",,NP,,null,,
JB Beauty Center,"MCGP+9WF, Kamalbinayak, भक्तपुर 44800",,NP,,null,,
R.k. Cosmetics And Beauty Parlour,"MC8P+V9P, अरनिको राजमार्ग, भक्तपुर 44800",+9779841110064,NP,,null,,
Manzila's Skin Care & Beauty Salon,"MCC5+9J9, भक्तपुर 44800",+9779761808022,NP,,null,,
सिद्ध पोखरी ब्युटी पार्लर एन्ड ट्रेनिङ सेन्टर,"MCCC+JPQ, सिद्धपोखरी मार्ग, भक्तपुर 44800",+9779818119797,NP,,null,,
DISHMI BEAUTY PARLOR,"MCM5+XR2, भक्तपुर",+9779849618723,NP,,null,,
Aakarshan Beauty Parlour,"MCFJ+42P, त्रिपुरासुन्दरी मार्ग, भक्तपुर 44800",+97716610568,NP,,null,,
Sarmeez Beauty Zone & Training Center,"Kamalbinayak, भक्तपुर 44800",+9779869164816,NP,,null,,
श्रृया ब्युटी पार्लर एण्ड कस्मेटिक सेन्टर,"MCCF+MG2, नगरकोट सडक, भक्तपुर 44800",+9779849170011,NP,,null,,
सुमी लेडीज टेलर्स एण्ड जेनी ब्यूटी पार्लर,"MCFG+3G6, इताहें, भक्तपुर 44800",+9779849355582,NP,,null,,
Reshma Beauty Club & Training Institute,"बाराही मन्दिर, भक्तपुर 44800",+9779843317338,NP,,null,,
Byanju Homestay,"MCHJ+23J Maha Kali, नगरकोट सडक, भक्तपुर 44800",,NP,,null,,
SARANG BEAUTY PARLOUR,"MCFP+9PM, भक्तपुर 44800",,NP,,null,,
Munna hair salon,"MCFR+HPQ, भक्तपुर 44800",,NP,,null,,
Birendra Gents Parlour and salon,"Sipadole jagati, Bhaktapur 44600",+9779851038794,NP,,null,,
Sk beauty home,"Srijananagar-5, भक्तपुर 44800",+9779869290716,NP,,null,,
Om Cosmetics & Beauty Palour,"MCGM+F24, नगरकोट सडक, भक्तपुर 44800",+97716615680,NP,,null,,
श्रृङ्गार ब्युटि पार्लर,"MCCF+VJ2, नगरकोट सडक, भक्तपुर 44800",+97716611120,NP,,null,,
Apekshya beauty salon,भक्तपुर 44800,+9779861173478,NP,,null,,
Muna Makeover Studio,"MCCM+WMG, Inacho - Hanumanghat Rd, भक्तपुर 44800",+9779860113467,NP,,null,,
एन्जला ब्युटी पार्लर ट्र्‍ेनिङ्ग एण्ड कस्मेटिक्स सेन्टर,"MCCG+55V, भक्तपुर मार्ग, भक्तपुर 44800",+9779849893915,NP,,null,,
सरीता पार्लर एण्ड ट्र्‍ेनिङ्ग सेन्टर,"MC8G+98X, सुर्यविनायक, भक्तपुर 44800",+97716615567,NP,,null,,
Sat Saheeb Beauty Clinic,"MCCC+JM7, भक्तपुर 44800",+9779851001080,NP,,null,,
KB Stylish Suryabinayak,"Suryabinayak, Ganesh Mandir Road, भक्तपुर 44800",+9779801227448,NP,https://kbstylish.com.np,null,,
BhatBhateni Hair dresser or salon,"MCCH+9WW, भक्तपुर 44800",,NP,,null,,
White rose beauty parlour and training center,"MCHJ+24J Mahakali sthan, भक्तपुर 44800",+9779849129343,NP,,null,,
Catchy Beauty Zone & Training Institute,"MCG5+2HH, नगरकोट सडक, भक्तपुर 44800",+9779813550545,NP,,null,,
परि ब्यूटी पार्लर एण्ड कस्मेटीक सेन्टर,"बोलाछे -12, बोलाछे, 44800",+9779843038569,NP,https://facebook.com,null,,
R.L COSMETIC AND BEAUTY CLINIC,"Mahakali sthan, भक्तपुर 44800",+9779840051040,NP,,null,,
Beauty with Inisha,"Kamalbinayak, भक्तपुर 44800",+9779861387678,NP,,null,,
Norling Beauty Parlour,भक्तपुर 44800,,NP,,null,,
J3 house,"MCFJ+CFJ, भक्तपुर 44800",,NP,,null,,
Aaha Collection Beauty Parlour,"MCCG+75W, भक्तपुर मार्ग, भक्तपुर 44800",+97716617677,NP,,null,,
Arusha Beauty Parlour,"MCGP+2QW, गरुड कुण्डल सडक, भक्तपुर 44800",,NP,,null,,
Kohinoor Beauty Parlour Nikoshera,"MCH2+M4F, Ajima Marga, मध्यपुर थिमि 44800",+9779842400007,NP,https://instagram.com,null,,
प्रकृति ब्यूटी पार्लर,"MCCF+M94, भर्वाचो मार्ग, भक्तपुर 44800",+9779849752970,NP,,null,,
लक्ष्मी ब्यूटि क्लिनिक एण्ड टर्‍ेनिङ्ग सेन्टर,"MCFH+4V9, त्रिपुरासुन्दरी मार्ग, भक्तपुर 44800",+9779808252044,NP,,null,,
Susmita makeup studio,"MCCC+HQR, नगरकोट सडक, भक्तपुर 44800",,NP,,null,,
Sweta Beauty Home & Training Center,"MC9H+J53, राम मन्दिर रोड, भक्तपुर 44800",+97716617051,NP,,null,,
Manu Beauty Parlour,"MCH5+QJ6, Road, भक्तपुर 44800",+9779851202248,NP,,null,,
चमक सौन्दर्य घर,"MCGQ+PX9, Kamal Pokhari Path, भक्तपुर 44800",+9779841114215,NP,,null,,
Mumtaj,"MCCF+69Q, भक्तपुर 44800",,NP,,null,,
SaZa Beauty Care & Training Centre,सुर्यविनायक 44800,,NP,,null,,
Perfection Unisex Salon & Training Center,"Bhaktapur 1, Shrijananagar",+9779845392593,NP,,null,,
ठीक ब्यूटी पार्लर र ट्रेनिंग सेन्टर,"MCCH+PR6, तौमादी, भक्तपुर 44800",+97716612295,NP,,null,,
ब्युटि केयर कस्मेटिक एण्ड ब्युटिपार्लर,"MCCG+G54, भक्तपुर मार्ग, भक्तपुर 44800",+9779849177304,NP,,null,,
Prettys Beauty Care & Training Centre,"MCGQ+22R, नाम्टार 44100",+9779841818450,NP,,null,,
Angel Cosmetics and beauty parlour (Bina),"MCGJ+2QW, भक्तपुर 44800",,NP,,null,,
Shova beauty parlour,भक्तपुर,+9779843206182,NP,,null,,
"Gossip Beauty parlour, Cosmetics and Gift Shop","MC96+P5V, Sallaghari Bus Stand, नगरकोट सडक, भक्तपुर 44800",+9779818048808,NP,,null,,
New Shringar Beauty Parlour & Cosmetics,"MC7F+M8C, सुर्यविनायक 44800",,NP,,null,,
Rituz Cosmoline & Parlor,"Chokha ganesh, भक्तपुर 44800",+9779861488278,NP,,null,,
Degamana,"Degamana, भक्तपुर 44800",,NP,,null,,
Sangee's Beauty & Wellness,"MC8G+99R, GApali Marg, सुर्यविनायक 44800",+9779808312076,NP,,null,,
Beauty with style studio,"MCFQ+PRH, भक्तपुर 44800",+9779808735848,NP,,null,,
Sanam makeup studio,"MCGQ+CV5, भक्तपुर 44800",+9779849720179,NP,,null,,
श्री श्रृंगार ब्यूटी पार्लर,"MCCJ+H3J, सकोथा, भक्तपुर 44800",+97716616314,NP,,null,,
Deepika Beauty Home And Training Point,"MC8G+XFG, सुर्यविनायक 44800",+9779841621667,NP,,null,,
सौन्दर्य विश्व,"MCFG+2H3, Road, भक्तपुर 44800",+9779818825221,NP,,null,,
Make up with jeena,"Inacho - Hanumanghat Rd, भक्तपुर 44800",+9779860968947,NP,,null,,
शाही सौन्दर्य हेरविचार,"MCCF+PRX, भक्तपुर 44800",,NP,,null,,
parlor,"MCGM+Q79, भक्तपुर 44800",,NP,,null,,
"फेमिना ब्युटी पार्लर, कस्मेटिक एण्ड ट्रेनिङ्ग सेन्टर","MC8G+F6G, Suryabinayak, भक्तपुर 44800",+9779841958850,NP,,null,,
De'Lavish Beauty Centre,कीर्तिपुर 44600,+9779808561602,NP,https://m.facebook.com,null,,
Sakura Beauty Salon,"M7FG+VWG, कीर्तिपुर 44600",+9779868553444,NP,,null,,
Beauty Zone parlour and training center,"M7FH+6RQ, कीर्तिपुर 44600",+9779803550467,NP,,null,,
Hamro Hair Studio(Unisex Salon),"M7JH+MPF, कीर्तिपुर 44600",+9779840832195,NP,,null,,
Shahinoor Unisex Salon Kritipur,कीर्तिपुर 44600,+9779842748877,NP,,null,,
Nirjara Beauty Salon : Best Beauty Parlour in Kathmandu,"Chunne Bhairab Marg, काठमाडौँ 44600",+9779851097472,NP,https://facebook.com,null,,
Rising Beauty Salon & Training Center Tahachal,"ताहाचल मार्ग, काठमाडौँ 44600",+9779841819129,NP,,null,,
Samaachhen (समा:छेँ) The Beauty Home,"M75Q+6WM, कीर्तिपुर 44600",+9779841993410,NP,,null,,
Beauty Sheen,"tyanglaphat chowk, कीर्तिपुर 44600",+9779801196612,NP,,null,,
Swornima Beauty Salon,"M7PG+65W, कीर्तिपुर 44600",+9779847637163,NP,,null,,
Sabi beauty and Hair Salon,"M7RG+8V7, कीर्तिपुर 44600",+9779849337633,NP,https://facebook.com,null,,
The Tiara Unisex Salon,"M7XJ+CF8, चक्रपथ, काठमाडौँ 44600",+9779843222202,NP,,null,,
उज्ज्वल ब्यूटी,"M7FJ+956, Kirtipur Ring Rd, कीर्तिपुर 44618",+9779860645129,NP,,null,,
The Scissors Unisex Salon,"M862+5PC, ललितपुर 44700",+9779709239003,NP,,null,,
Beauty Impressions and Training Centre,"M7HF+78J, Dhalpa - Gamcha Rd, कीर्तिपुर 44600",,NP,,null,,
Shahinoor Unisex Salon,काठमाडौँ 46000,+9779842748877,NP,https://shahinoorunisexsalon.com,null,+9779842748877,+9779842748877
Sosha's Beauty Parlor,"M7FJ+M42 Dobato, कीर्तिपुर 44600",+9779849087449,NP,,null,,
Purnima Beauty Home,"Dobato, 17 Kirtipur Rd, काठमाडौँ 44600",+9779841351074,NP,https://purnima.com.np,null,,
Helan - The Lavish Beauty,"M7XM+344, काठमाडौँ 44600",,NP,,null,,
New Priya Gents Parlour (Unisex),"Loktantra Chowk, कीर्तिपुर 44600",+9779824669966,NP,https://wordpress.com,hello@artfulbaker.blog,,
Reshma Beauty Parlor,"M7HH+8GC, Kirtipur Ring Rd, कीर्तिपुर 44618",+97714335201,NP,,null,,
Trisha Herbal Beauty Parlour,"M7QH+F4Q, कीर्तिपुर 44600",+9779823222040,NP,,null,,
Kalanki >Eky Beauty Lounge Academy,"M7VJ+CJ6, काठमाडौँ 44600",+9779805012512,NP,,null,,
Yachu Hair Oil - Kirtipur,"M7FH+W78, कीर्तिपुर 44600",,NP,,null,,
Yashu Unisex Beauty Saloon,"Kirtipur Ring Rd, काठमाडौँ 44600",+9779869635783,NP,,null,,
Nagau dobato kirtipur ktm,"M7FH+W5J, Nagau dobato, कीर्तिपुर 44600",,NP,,null,,
De' Bibha Beauty Salon,"गणेशमान सिंह पथ, काठमाडौँ 44600",+9779765045556,NP,,null,,
Royal Looks Beauty Saloon,"M7FF+R65, कीर्तिपुर 44600",,NP,,null,,
Ananeke Beauty Salon & Spa,"Krishna Sadan, 2nd Floor Shree, Chakku Bakku Galli, काठमाडौँ 44600",+97714794675,NP,https://ananekesalon.com,manager.ananeke@gmail.com,+97714794675,
The Hair Port,"M7JH+8P4, कीर्तिपुर 44600",+9779841321855,NP,,null,,
Hair De Beauty Spot,"Gaurishankar marg, काठमाडौँ 44600",+9779849420502,NP,,null,,
Beauty Parlor (for ladies),"M7MJ+G86, कीर्तिपुर 44600",,NP,,null,,
NOVA Beauty Salon & Academy,"13 Bafal Marg, काठमाडौँ 44600",+9779702131333,NP,,null,,
Charming Blossom Studio,"M798+2Q3, कीर्तिपुर 44600",+9779860863246,NP,,null,,
Studio21 makeup studio & unisex salon,"Ganeshman Singh Path, काठमाडौँ 44600",+9779848101111,NP,,null,,
Suragini Beauty Salon & Spa,"Balkhu Chowk, काठमाडौँ 44600",+9779851313412,NP,,null,,
Royal Star Beauty parlour and Nail Art training center,"M7VJ+JHJ, काठमाडौँ 44600",+97715218293,NP,https://facebook.com,null,,
Manila's Beauty Parlour,"Mali Road, कीर्तिपुर 44600",+9779843934831,NP,,null,,
BLISS by Sakil Kunwar Chhaya Center,"3rd Floor Shop N0, Chhaya Center, 26 भगवान बहाल मार्ग, काठमाडौँ 44600",+97715252016,NP,,null,,
Shahnaz Beauty Home,"M7FH+GWQ, पांगादोबाटो रोड, कीर्तिपुर 44618",+9779803139648,NP,,null,,
Arjun hair dresser and saloon,"M7QJ+Q5R, Balkhu Khola - Amritnagar Chowk Rd, कीर्तिपुर 44600",,NP,,null,,
Elegance Beauty Salon and Training Centre,"M7QM+JWQ, काठमाडौँ 44600",+9779849791855,NP,https://instagram.com,null,,
Ushine,"M7WQ+58G, काठमाडौँ 44600",+9779803813093,NP,,null,,
Ruina Beauty Home,"M7HH+94R, Chikhu Rd, कीर्तिपुर 44618",+9779843917840,NP,,null,,
शालिनी ब्यूटी पार्लर र ट्रेनिंग सेन्टर,"M7GJ+26R, Kirtipur Rd, कीर्तिपुर 44618",+9779841330199,NP,,null,,
Lady care Aarati beauty parlour,"M7HH+MF4, कीर्तिपुर 44600",,NP,,null,,
Yashu Unisex Saloon,"dobato, Buddha bihar, कीर्तिपुर 44600",+9779869635783,NP,,null,,
B&B beauty home,"M7FH+X46, किर्तिपुर रोड, कीर्तिपुर 44618",+9779841728523,NP,,null,,
Lotus Cosmetics,"M7FH+FW5, Panga Rd, कीर्तिपुर 44600",+9779841718921,NP,,null,,
Bevel Unisex Salon - Best Salon In Kathmandu,काठमाडौँ 44600,+97715922281,NP,,null,,
स्वर्गदूतले गरेको सौंदर्य हेरविचार,"M7RX+9GQ, कुलेश्वोर मार्ग, काठमाडौँ 44614",+97715387409,NP,,null,,
New Suragini Beauty Parlour,"Thambahal, कीर्तिपुर 44618",+9779851313412,NP,,null,,
Glam House Unisex Parlour And Academy,"चक्रपथ, काठमाडौँ 44600",+9779866478188,NP,,null,,
घाम सौन्दर्य घर र प्रशिक्षण केन्द्र,"Shikali Marg, ललितपुर 44600",+9779841098272,NP,,null,,
Classic Hair & Beauty Unisex Salon,काठमाडौँ 44600,+9779745696332,NP,,null,,
Royal Beauty Salon,"bazar marg Gaurishankar Sadak, काठमाडौँ 44600",+9779841609114,NP,,null,,
VedaSalonBoudha,"Tusal, N D Complex, बौद्धनाथ सडक, काठमाडौँ 44600",+9779704528147,NP,,null,,
LumiGlow Beauty Hub,काठमाडौँ 44600,+9779841996161,NP,,null,,
Hair n Shanti Unisex Salon,"Naxal, Bhatbhateni 2nd Floor, above KFC, 44600",+97714544756,NP,https://hairnshantinepal.com,hairnshantiktm@gmail.com,+97715252052,
Stylist station beauty saloon,"M7PG+65W, कीर्तिपुर 44600",,NP,,null,,
Aaska Glamour Academy Pvt Ltd -Kalanki Branch,"M7VM+FF9, काठमाडौँ 44600",+9779814628739,NP,,null,,
Good New ITC Beauty Hub & Skin Care Center,"Nagarjun-10, 44600",+9779805509979,NP,,null,,
New aarthi Jen's Nd ledis parlour,"M7WJ+5Q2, काठमाडौँ 44600",,NP,,null,,
Glow&Shine Beauty Parlour & Cosmetics,"M7VH+8Q6, काठमाडौँ 44600",+9779843086555,NP,,null,,
MEDPA Hair Cutting Sewa,"M7GJ+GGV, चक्रपथ, कीर्तिपुर 44618",+9779823695421,NP,,null,,
GHC & SOLO SALON,"M78F+694, कीर्तिपुर 44600",,NP,,null,,
भट्टराई चोक (धारे),"M7VJ+67R, काठमाडौँ 44600",,NP,,null,,
Samragi beauty salon by Ashvika,"Nakhu, ललितपुर 44600",+9779823065528,NP,,null,,
New Esther super salon,"M7FH+2RC, Road, कीर्तिपुर 44618",+9779800690765,NP,,null,,
korean beauty salon,"Ekantakuna-Tikabhairab Rd, कार्यविनायक 44600",+9779813390027,NP,,null,,
Capital Spa,"M7VJ+JGR, काठमाडौँ 44600",+9779768712251,NP,,null,,
Chwasaa,"M77G+6X3, कीर्तिपुर 44600",,NP,,null,,
परी ब्यूटी पार्लर र कस्मेटिक,"M7VM+86R, संरचना मार्ग, काठमाडौँ 44600",,NP,,null,,
फेसियल हाउस,"shop no 403, काठमाण्डौ मल, 4th floor, काठमाडौँ 44600",+9779841135172,NP,https://facialhouse.com.np,facialhousenepal@gmail.com,+9779841135172,
Apollo Beauty Station,"M7RW+C73, Kuleshwor Awas Sadak, काठमाडौँ 44600",+9779841329966,NP,,null,,
Charkhal Dillibazar,"मालपाेत अगाडी, चारखाल डिल्लीवजार, काठमाडौँ 44600",+97714413958,NP,https://itcbeautytrainingschool.com,info@itcbeautytrainingschool.com,+9779762875225,
Sindur beauty salon and training center,"M864+883, M864+887Lalitpur 44600",+9779840243810,NP,,null,,
Aspire Beauty Unisex Salon Academy,ललितपुर 44600,+9779842455193,NP,https://facebook.com,null,,
Ananeke Beauty Salon,"दरवार मार्ग, काठमाडौँ 44600",+97714794675,NP,,null,,
OA'S Beauty & Bubbles Preety Salon,"M7R2+96R Hariyal Awas, चन्द्रागिरी 44600",+9779803608589,NP,,null,,
Aaina Unisex Salon& Academy,"Bluestar Complex, काठमाडौँ 44600",+9779860872271,NP,,null,,
Supercuts Beauty Salon & Training Center,"Civil Mall, 5th Floor, काठमाडौँ 44600",+9779808235438,NP,https://supercutsnepal.com,contact@supercutsnepal.com,+9779849132327,
Hello Nepal,"M7CJ+QV7, कीर्तिपुर 44600",+9779808582117,NP,,null,,
लोटस ब्यूटी पार्लर र प्रशिक्षण केन्द्र,"मास्टर मार्ग, काठमाडौँ 44600",+9779841939959,NP,,null,,
krisha beauty parlor,"M8G4+372, ललितपुर 44600",+9779849421634,NP,,null,,
Nail art & mehendi,कीर्तिपुर 44600,+9779813722230,NP,,null,,
Surana Beauty Parlour,"M7CG+PMQ, कीर्तिपुर 44600",,NP,,null,,
सृजना ब्यूटी पार्लर,"M7GG+7V2, किर्तिपुर रोड, कीर्तिपुर 44618",,NP,,null,,
PAUDEL NIWAS,"M7MF+VWJ, कीर्तिपुर 44600",,NP,,null,,
Ukarna Aesthetics,"14 Kalanki Lampati, काठमाडौँ 44600",,NP,,null,,
Beauty nest parlor,"M7QJ+M3G, काठमाडौँ 44600",,NP,,null,,
मेरो रुचि हर्बल ब्यूटी,"P72P+WW2, चेतना मार्ग, काठमाडौँ 44600",,NP,,null,,
UNISEX SALOON,"M8HW+JGR, सेती ओपी मार्ग, काठमाडौँ 44600",+9779860920921,NP,,null,,
Lookz Beauty Parlour,"M799+W4Q Ganesh Mandir, Dhalpa - KMV Rd, कीर्तिपुर 44600",+9779849150150,NP,,null,,
Classy Hair & Beauty Unisex Salon,काठमाडौँ 44600,+9779800649496,NP,,null,,
Veda Hair Salon,"Charkhal Rd, काठमाडौँ 44600",+97714521231,NP,,null,,
Pragya Beauty Parlour ( प्रज्ञा ब्युटी पार्लर ),"M7QJ+P4, कीर्तिपुर 44600",,NP,,null,,
Sama Beauty Parlour,"M79J+XQ4, कीर्तिपुर 44600",+9779860461304,NP,,null,,
Hidden beauty parlour,"Kadaghari, Football ground, काठमाडौँ 44600",+9779869784965,NP,,null,,
Jayram Thakur Salon,"tyanglaphat chowk, कीर्तिपुर 44600",,NP,,null,,
Parlor Sewa by Murarkey,ललितपुर 44600,+9779866426111,NP,https://murarkey.com,customercare@murarkey.com,+9779866426111,
Om SPA & Beauty Salon,"M8P4+93R, सानेपा रोड, ललितपुर 44700",+9779840292943,NP,,null,,
Tranquility Spa,"Near Greenwich Hotel, Maitri Marg, ललितपुर 44700",+9779802021269,NP,https://tranquilityspa.com.np,info@tranquilityspa.com.np,+9779802365118,
Renew health care spa,"M9G2+FJ2, ढुंगे धारा मार्ग, काठमाडौँ 44600",+9779707295997,NP,,null,,
TG Beauty Care & Academy P.LTD,"Narefant, Jadibuti, काठमाडौँ 44600",+9779803279279,NP,,null,,
Sabi Beauty Hub and Training Centre,"Himali Marga, काठमाडौँ 00977",+9779860644590,NP,,null,,
U&Me - UNISEX SALON & MAKEUP STUDIO,"44600, मध्यपुर थिमि 44600",+9779822224444,NP,,null,,
Kripa glam & Cosmetics,मध्यपुर थिमि 44600,+9779818120171,NP,,null,,
Heaven Beautyparlor and Tiktok Makeup Studio,"M9F3+X6J, Jadibuti, Kathmandu, Koteshwor, 44600",+9779812090666,NP,https://priyak.com.np,null,,
RL Beauty Home Lokanthali,"Ramailo Chowk, मध्यपुर थिमि 00977",+9779851171276,NP,,null,,
LADLY BEAUTY EXPRESS & TRANING CENTRE,"Manohara Steel Brg, मध्यपुर थिमि 44600",+9779808174753,NP,,null,,
Blush and Bloom makeup studio,मध्यपुर थिमि 44600,+9779841731276,NP,,null,,
Orchid Beauty Studio.,"M9RV+PJF, मध्यपुर थिमि 44600",+9779841675962,NP,,null,,
Glow up beauty with makeup studio & training center,"Madhyapur thimi, भक्तपुर 44800",+9779861518591,NP,https://facebook.com,null,,
Samlet Beauty Parlour & Training Center,"M8JX+2JW, रत्न मार्ग, काठमाडौँ 44600",+9779841311201,NP,,null,,
Shining Look Beauty Salon,"M8HW+H9X, सेती ओपी मार्ग, काठमाडौँ 44600",+9779809631894,NP,https://facebook.com,null,,
R.B. Parlor And Spa,काठमाडौँ 44600,+9779811683137,NP,,null,,
Valentino Unisex Salon,"Koteswor, SR Complex, 2nd Floor, 44600",+97714600631,NP,,null,,
Don,"M9H3+2RH, काठमाडौँ 44600",,NP,,null,,
Lokanthali opposite to jadibuti tarkari bajar,"M9F4+65R, मध्यपुर थिमि 44600",+9779841432130,NP,,null,,
Trishna beauty parlor,काठमाडौँ 44600,+9779841485717,NP,,null,,
Rubina Beauty parlour,"koteswhor -35, काठमाडौँ 44600",+9779803002756,NP,,null,,
RD Unisex Salon,"Satya Marga, काठमाडौँ 44600",+9779843626970,NP,https://rdsalon.com.np,null,,
KB Stylish Koteshwor,"ANGEL LORD ACADEMY HIGH SCHOOL, काठमाडौँ 44600",+9779801227448,NP,https://kbstylish.com.np,null,,
Flora Spa,"M8GW+962, काठमाडौँ 44600",+9779763488180,NP,,null,,
R.P. Parlor And Spa,"M9G2+4F5, काठमाडौँ 44600",+9779811683137,NP,https://tiktok.com,null,+NP987651679,
Fine Beauty Care with Makeup Studio,"M9FM+3VM, मध्यपुर थिमि 44600",,NP,,null,,
Kaushika Ko Beauty Home,"Radhe Radhe Rd, मध्यपुर थिमि",+9779826070846,NP,,null,,
Riza Beauty Parlor,"M9J8+68H, मध्यपुर थिमि 44600",+9779841752850,NP,,null,,
Shadow Beauty Salon,"M8HV+CWR, काठमाडौँ 44600",+9779741836325,NP,,null,,
NAILORÉ,"Tinkune - 34, काठमाडौँ 44600",+9779708240714,NP,https://facebook.com,null,,
Royal de' Salon,"M99P+X87, Thimi-Biruwa Rd, अनन्तलिङ्गेश्वर",+9779841475655,NP,,null,,
Noyana Beauty Hub,"Tinkune, काठमाडौँ 44600",+9779702434785,NP,,null,,
Glow To Glow - Best Beauty Academy in Kathmandu Nepal,"New Baneshwor, काठमाडौँ 44600",+9779851116142,NP,https://glowtoglow.com,null,,
Manisha Beauty Parlor And Training Center,"M9J8+78X, मध्यपुर थिमि 44600",+9779849576762,NP,,null,,
Sandhya Beauty parlour,"Gatthaghar Road, मध्यपुर थिमि 44600",+9779841490868,NP,,null,,
RT NAIL AND BEAUTY STUDIO,"Sun City Marg, काठमाडौँ 44600",+9779827622340,NP,,null,,
Ridhi sidhi beauty parlour & training center,"Unnamed Road, Kathmandu 44600, कागेश्वरी मनोहरा 44600",+9779824687999,NP,,null,,
Yours beauty hub and training centre,"M9V8+GP2 Nepal Yatayat Bus Stop, पुरानो सिनामंगल मार्ग, काठमाडौँ 44600",,NP,,null,,
रचनात्मक ब्यूटी पार्लर र प्रशिक्षण केन्द्र,"44600, मध्यपुर थिमि",,NP,,null,,
Sage & Glow Beauty Studio and Unisex Salon,"M9R8+722, काठमाडौँ 44600",+9779709086075,NP,,null,,
Roja Beauty Parlour,"M9RM+298, मध्यपुर थिमि 44600",,NP,,null,,
"लिसम ब्यूटी कस्मेटिक स्टोर , ठिमी",मध्यपुर थिमि 44800,+97715093519,NP,,null,,
Sangam beauty parlour,"M9RM+4R6, मध्यपुर थिमि 44600",,NP,,null,,
The Girls World Fashion & Makeup studio,"M9V9+8MH, pepsicola old, काठमाडौँ 44600",+9779814015593,NP,,null,,
