Title,Address,street,city,postal_code,Phone,Country,Website,Email,mobile_number,whatsapp_number,email_contacted,phone_mobile_contacted,whatsapp_contacted,sure_shots,potentials_already_have,meeting_fixed,leads_converted,follow_up,comment
Enclave Food,ललितपुर 44600,,ललितपुर,44600,+9779851323599,NP,null,null,null,null,false,false,false,null,,false,false,null,
Vegan Food and Beverage Production House,"M8H5+H52 Ward No. 3, ललितपुर 44600",M8H5+H52 Ward No. 3,ललितपुर,44600,+9779841694398,NP,null,null,null,null,false,false,false,null,,false,false,null,
Rokayaz industry,"kusanti 13, ललितपुर",kusanti 13,ललितपुर,null,+9779840280570,NP,null,null,null,null,false,false,false,null,,false,false,null,
Arksh Group,"152 Rani Devi Marg, काठमाडौँ 44600",152 Rani Devi Marg,काठमाडौँ,44600,+97714002050,NP,https://arkshgroup.com,info@arkshgroup.com,+97714002049,null,false,false,false,null,,false,false,null,
Grameen Food Processing and Mills,"M783+XR2, चन्द्रागिरी 46618",M783+XR2,चन्द्रागिरी,46618,+9779801121453,NP,null,null,null,null,false,false,false,null,,false,false,null,
Nuwa Estate Coffee Industry Pvt. Ltd.,"Jana Marg, काठमाडौँ 44601",Jana Marg,काठमाडौँ,44601,+9779801037746,NP,https://nuwaestatecoffee.com,info@nuwaestatecoffee.com,+97714374788,null,false,false,false,null,,false,false,null,
Baneshwor Height,"M8RR+JR3 Mid, काठमाडौँ 44600",M8RR+JR3 Mid,काठमाडौँ,44600,+9779818443009,NP,null,null,null,null,false,false,false,null,,false,false,null,
Wellness health foods and products pvt. ltd.,"Sharada Marg, काठमाडौँ 44600",Sharada Marg,काठमाडौँ,44600,+9779801081161,NP,null,null,null,null,false,false,false,null,,false,false,null,
Meat Center,"थिरबम सडक, काठमाडौँ 44600",थिरबम सडक,काठमाडौँ,44600,+9779801910097,NP,https://hygienicmeatcenter.com,null,null,null,false,false,false,null,,false,false,null,
गणेश खाद्य उद्योग,"P82X+57J, काठमाडौँ 44600",P82X+57J,काठमाडौँ,44600,+97711496024,NP,null,null,null,null,false,false,false,null,,false,false,null,
भोक लाग्यो,"राम मन्दिर, काठमाडौँ 44600",राम मन्दिर,काठमाडौँ,44600,+97715970364,NP,https://bhoklagyo.com.np,null,null,null,false,false,false,null,,false,false,null,
Rara karnali Agriculture | Argo and Food Industry,"kritipur, kathmandu 44600",kritipur,kathmandu,44600,+9779840357227,NP,null,null,null,null,false,false,false,null,,false,false,null,
Nepal Tea Development Corporation,काठमाडौँ 44600,,काठमाडौँ,44600,+97715332271,NP,https://ntdc.com.np,info@ntdc.com.np,+97715324074,null,false,false,false,null,,false,false,null,
नेपाल ग्याँस उद्योग प्रा। लिमिटेड,"P854+8X8, गंगालाल मार्ग, काठमाडौँ 44600","P854+8X8, गंगालाल मार्ग",काठमाडौँ,44600,+97714263558,NP,null,null,null,null,false,false,false,null,,false,false,null,
दुगड फूड एण्ड वेभरेज प्रा. लि.,"M7P4+994, H02, चन्द्रागिरी 44600","M7P4+994, H02",चन्द्रागिरी,44600,+97714310363,NP,null,null,null,null,false,false,false,null,,false,false,null,
Kathmandu Organics - Grocery Delivery,"Nursery Ln, काठमाडौँ 44602",Nursery Ln,काठमाडौँ,44602,+97714540130,NP,https://kathmanduorganics.com,null,+9779823874752,null,false,false,false,null,,false,false,null,
KM Food and Processing,,,,null,+9779802368401,NP,https://kanomama.com,sales@kanomama.com,+9779851125073,null,false,false,false,null,,false,false,null,
Everest Vegetables Processing Pvt Ltd,"P8F6+P7F, रायमाझी मार्ग, काठमाडौँ 44600","P8F6+P7F, रायमाझी मार्ग",काठमाडौँ,44600,+9779841486322,NP,null,null,null,null,false,false,false,null,,false,false,null,
"New Road Complex, Ground Floor, New Road","पिपल बोट, नयाँ सडक, काठमाडौँ 44600","पिपल बोट, नयाँ सडक",काठमाडौँ,44600,+97715349644,NP,null,null,null,null,false,false,false,null,,false,false,null,
I Kalu Butchers' Meat Center,"I kalu Tower, शंखमुल मार्ग, काठमाडौँ 44600","I kalu Tower, शंखमुल मार्ग",काठमाडौँ,44600,+97714793939,NP,null,null,null,null,false,false,false,null,,false,false,null,
Chhapadiya Traders,"Kalankisthan Rd, काठमाडौँ 44600",Kalankisthan Rd,काठमाडौँ,44600,+97715919590,NP,https://chhapadiyatraders.com,null,null,null,false,false,false,null,,false,false,null,
Changing Nepal,"Red cross, अनन्तलिङ्गेश्वर 44600",Red cross,अनन्तलिङ्गेश्वर,44600,+9779851131427,NP,https://changingnepal.com.np,changingnepalmachinery@gmail.com,+97715907985,+9779840196002,false,false,false,null,,false,false,null,
Palpash Masala ( Spices ) Industries Pvt. Ltd.,"Dhapashi, Kathmandu, Nepal, काठमाडौँ","Dhapashi, Kathmandu, Nepal",काठमाडौँ,null,+97712171377,NP,null,null,null,null,false,false,false,null,,false,false,null,
Barmandu Delivery,काठमाडौँ 44600,,काठमाडौँ,44600,+9779802088800,NP,https://barmandoo.com.np,null,null,null,false,false,false,null,,false,false,null,
Kabita Fruits Processing Industry,"Depachakhya Marg, ललितपुर 44600",Depachakhya Marg,ललितपुर,44600,+9779749922278,NP,https://kfpi.com.np,info@kfpi.com.np,+9779849909191,null,false,false,false,null,,false,false,null,
संकटा उपभोक्ता सहकारी पसल,"P825+326, Nisthanad Marg, काठमाडौँ 44600","P825+326, Nisthanad Marg",काठमाडौँ,44600,+97714251103,NP,null,null,null,null,false,false,false,null,,false,false,null,
एण्डिज क्याफे,"P847+957 ND's Building, महाबौद्ध मार्ग, काठमाडौँ 44600","P847+957 ND's Building, महाबौद्ध मार्ग",काठमाडौँ,44600,+97714220674,NP,null,null,null,null,false,false,false,null,,false,false,null,
फुडमाण्डु प्रा लि,"P89J+JV6, Padma Marg, काठमाडौँ 44600","P89J+JV6, Padma Marg",काठमाडौँ,44600,+97714544177,NP,https://foodmandu.com,support@foodmandu.com,+9779802034008,null,false,false,false,null,,false,false,null,
क्ष्रेष्ठ ट्रेड मेडिया,"विष्णुमती ट्रयाक सडक, काठमाडौँ 44600",विष्णुमती ट्रयाक सडक,काठमाडौँ,44600,+97715370684,NP,null,null,null,null,false,false,false,null,,false,false,null,
Kathmandu Vegetable Cold Store Pvt. Ltd.,"Gaushala, Pingalasthan -9, काठमाडौँ 44600","Gaushala, Pingalasthan -9",काठमाडौँ,44600,+9779860938702,NP,null,null,null,null,false,false,false,null,,false,false,null,
Farmers Market at Le Sherpa,"P8JH+H3W, काठमाडौँ 44600",P8JH+H3W,काठमाडौँ,44600,+9779801081609,NP,https://swastikgharelu.com.np,info@swastikgharelu.com.np,+9779841234567,null,false,false,false,null,,false,false,null,
जय नेपाल फिस हाउस,"Maitidevi-33,Kathmandu, काठमाडौँ 44600","Maitidevi-33, Kathmandu",काठमाडौँ,44600,+97714545127,NP,null,null,null,null,false,false,false,null,,false,false,null,
दाहाल व्यापार सरोकार,"M8Q7+H26, त्रिपुरा मार्ग, काठमाडौँ 44600","M8Q7+H26, त्रिपुरा मार्ग",काठमाडौँ,44600,+9779851027967,NP,null,null,null,null,false,false,false,null,,false,false,null,
Baral Pickles Kathmandu Nepal,"P88X+JC3, काठमाडौँ 44600",P88X+JC3,काठमाडौँ,44600,+9779862179316,NP,null,null,null,null,false,false,false,null,,false,false,null,
Hakama Sushi Restaurant Koteshwor Kathmandu,"Shubhakamana gate house Number 253, काठमाडौँ 44600",Shubhakamana gate house Number 253,काठमाडौँ,44600,+9779810070402,NP,null,null,null,null,false,false,false,null,,false,false,null,
फुड मारिओ,"M8H8+PGJ, Pulchowk Rd, ललितपुर 44600","M8H8+PGJ, Pulchowk Rd",ललितपुर,44600,+9779801079255,NP,https://foodmario.com,null,null,null,false,false,false,null,,false,false,null,
Mechatronics Engineering(MEPL Nepal) - Process & Machinery Solution in Nepal,"In front of Prabhu Bank, Kathmandu 44600",In front of Prabhu Bank,Kathmandu,44600,+9779851217249,NP,https://meplnepal.com,info@meplnepal.com,+97715245074,+9779851217249,false,false,false,null,,false,false,null,
"Korean Mart, Nepal",काठमाडौँ 44600,,काठमाडौँ,44600,+9779861917476,NP,null,null,null,null,false,false,false,null,,false,false,null,
Khusi Cone Udhyog Pvt Ltd खुसी कोण उध्योग प्रा लि,"7MV7M8GM+RJ, ललितपुर 44600",7MV7M8GM+RJ,ललितपुर,44600,+9779851157198,NP,https://khusicone.blogspot.com,null,+9779860114903,null,false,false,false,null,,false,false,null,
Seoul jib Korean restaurant,"Dasarath Chand Marg, काठमाडौँ 44600",Dasarath Chand Marg,काठमाडौँ,44600,+97714528163,NP,https://seouljib.com,seouljibnepal@gmail.com,+97714528163,+9779851166145,false,false,false,null,,false,false,null,
सियान सीड कम्पनी लि.,"Chandragiri-7, Checkpost, Thankot, Kathmandu 600 m ahead of Checkpost at Chandragiri, locally known as Krishi Office Tole (कृषि अफिस टाेल, Cable Car Road, काठमाडौँ 44619","Chandragiri-7, Checkpost, Thankot, Kathmandu 600 m ahead of Checkpost at Chandragiri, locally known as Krishi Office Tole (कृषि अफिस टाेल, Cable Car Road",काठमाडौँ,44619,+97714310245,NP,https://seanseed.org.np,ssscseed@gmail.com,+9779851344061,+9779851344062,false,false,false,null,,false,false,null,
NAFSCOL कृषि वन,"35 अमरावती मार्ग, काठमाडौँ 44600",35 अमरावती मार्ग,काठमाडौँ,44600,+9779851159630,NP,https://nafscol.com,info@nafscol.com,+9779851159630,null,false,false,false,null,,false,false,null,
New Valley Food Products,,,,null,+9779841424487,NP,null,null,null,null,false,false,false,null,,false,false,null,
एपेक्स फर्मास्युटिकल्स प्रा. लि.,"4th Floor, राधा भवन, Saraswoti Marg, काठमाडौँ 44600","4th Floor, राधा भवन, Saraswoti Marg",काठमाडौँ,44600,+97715365125,NP,https://apexpharma.com.np,info@apexpharma.com.np,+97751529355,null,false,false,false,null,,false,false,null,
लोमस फार्मास्यूटिकल्स प्रा. लि.,"Link Rd gothatar sangam chowk, कागेश्वरी मनोहरा 44600",Link Rd gothatar sangam chowk,कागेश्वरी मनोहरा,44600,+97714990496,NP,https://thelomus.com,info@thelomus.com,+NP01499049601,null,false,false,false,null,,false,false,null,
नेपाल सिआरएस कम्पनी,"P8RC+VJ5, Mahadevvtar, Tokha Road, काठमाडौँ 44600","P8RC+VJ5, Mahadevvtar, Tokha Road",काठमाडौँ,44600,+97714962097,NP,https://crs.org.np,info@crshealthcare.org.np,+97714962097,null,false,false,false,null,,false,false,null,
Pharma X. Nepal Pvt Ltd,"Nagpokhari, काठमाडौँ 44600",Nagpokhari,काठमाडौँ,44600,+9779801966546,NP,https://pharmax.com.np,pharmax@gmail.com,+9779801966546,null,false,false,false,null,,false,false,null,
Shivam Pharmaceutical Limited Corporate office (शिवम फार्मास्यूटिकल),काठमाडौँ 44600,,काठमाडौँ,44600,+97715901039,NP,https://shivampharma.com.np,info@shivampharma.com.np,+97715901039,null,false,false,false,null,,false,false,null,
Om Megashree Pharmaceuticals Limited,"480 Lakhe Chaur Marg, काठमाडौँ 44600",480 Lakhe Chaur Marg,काठमाडौँ,44600,+97715244310,NP,https://ommegashreepharmaceuticals.com,info@ommegashreepharmaceuticals.com,+97715244310,null,false,false,false,null,,false,false,null,
नेशनल हेल्थ केयर प्रा.लि.,"Kamal Pokhari St, काठमाडौँ 44600",Kamal Pokhari St,काठमाडौँ,44600,+97714444878,NP,https://nationalhealthcare.com.np,fdho@nationalhealthcare.com.np,+97751524336,null,false,false,false,null,,false,false,null,
नेपाल फार्मास्युटिकल्स ल्याब प्रा.लि.,"Near, कृष्ण गल्ली, ललितपुर 44600","Near, कृष्ण गल्ली",ललितपुर,44600,+97715429434,NP,https://npl.com.np,nplmkt@npl.com.np,+97715429059,null,false,false,false,null,,false,false,null,
भेगा फर्मास्युटिकल्स प्रा.लि.,"Bhyuti Marg, ललितपुर 44600",Bhyuti Marg,ललितपुर,44600,+97714102826,NP,https://vega.com.np,info@vega.com.np,+97714102826+97714102827,null,false,false,false,null,,false,false,null,
Lotus Pharmaceutical Pvt. Ltd.,"132 Pandol Marga, काठमाडौँ 44600",132 Pandol Marga,काठमाडौँ,44600,+9779808008767,NP,null,null,null,null,false,false,false,null,,false,false,null,
ऐसआर ड्रग्स ल्यावरेटोरीज्,चन्द्रागिरी 44600,,चन्द्रागिरी,44600,+97714312945,NP,https://srdrug.net,info@srdrug.net,+97714223764,null,false,false,false,null,,false,false,null,
Max Pharma Pvt.Ltd,"M8X6+7HX, चाइना टाउन मार्ग, काठमाडौँ 44600","M8X6+7HX, चाइना टाउन मार्ग",काठमाडौँ,44600,+97714212311,NP,null,null,null,null,false,false,false,null,,false,false,null,
Omega Pharmaceuticals Pvt. Ltd.,"P892+C36, काठमाडौँ 44600",P892+C36,काठमाडौँ,44600,+9779851037844,NP,https://omegapharmaceuticals.com.np,info@omegapharmaceuticals.com.np,+9779801299901,null,false,false,false,null,,false,false,null,
Voyager Pharmaceuticals Pvt.Ltd.,"P864+5Q7, काठमाडौँ 44600",P864+5Q7,काठमाडौँ,44600,+9779848722860,NP,null,null,null,null,false,false,false,null,,false,false,null,
Nova Genetica Pvt.Ltd,"P87V+QV5, Muse Ganesh Marg, काठमाडौँ 44600","P87V+QV5, Muse Ganesh Marg",काठमाडौँ,44600,+97714589120,NP,null,null,null,null,false,false,false,null,,false,false,null,
Medihub Pharmaceuticals Pvt. Ltd.,काठमाडौँ 44600,,काठमाडौँ,44600,+97714109191,NP,null,null,null,null,false,false,false,null,,false,false,null,
Jupitor pharma nepal pvt.ltd,"Nayabazar-17, काठमाडौँ 44600",Nayabazar-17,काठमाडौँ,44600,+9779851214310,NP,null,null,null,null,false,false,false,null,,false,false,null,
श्रीराम फार्मा,"P8MJ+Q8C, काठमाडौँ 44600",P8MJ+Q8C,काठमाडौँ,44600,+9779851057298,NP,null,null,null,null,false,false,false,null,,false,false,null,
Orion pharma Nepal,काठमाडौँ 44600,,काठमाडौँ,44600,+9779857077953,NP,null,null,null,null,false,false,false,null,,false,false,null,
Abhicom Pharmaceuticals,"B.med Enterprises Pvt.ltd aloknagar-34, काठमाडौँ 44600",B.med Enterprises Pvt.ltd aloknagar-34,काठमाडौँ,44600,+9779801107733,NP,null,null,null,null,false,false,false,null,,false,false,null,
CE Pharma Pvt Ltd.,"M8WW+R2P, काठमाडौँ 44600",M8WW+R2P,काठमाडौँ,44600,+97714497305,NP,null,null,null,null,false,false,false,null,,false,false,null,
Royal Sasa Pharmaceuticals Nepal Pvt.Ltd.,"Buddha Marg, काठमाडौँ 44600",Buddha Marg,काठमाडौँ,44600,+97715904227,NP,null,null,null,null,false,false,false,null,,false,false,null,
Pharma Info Nepal,काठमाडौँ 44600,,काठमाडौँ,44600,+9779860552890,NP,https://pharmainfonepal.com,pharmainfonepal1@gmail.com,+9779868719471,null,false,false,false,null,,false,false,null,
Alpha Medicine Distributors,"6/154 पाको सडक, काठमाडौँ 44600",6/154 पाको सडक,काठमाडौँ,44600,+97715347176,NP,null,null,null,null,false,false,false,null,,false,false,null,
Arya Pharmalab,"Kamaladi Rd, काठमाडौँ 44600",Kamaladi Rd,काठमाडौँ,44600,+97714223383,NP,null,null,null,null,false,false,false,null,,false,false,null,
सिम्का लेबोरेटोरिज प्रा. लि.,"P826+4CX, Taha Galli, काठमाडौँ 44600","P826+4CX, Taha Galli",काठमाडौँ,44600,+97715904868,NP,https://simcalab.com,simca@mos.com.np,+97715904868,null,false,false,false,null,,false,false,null,
Evolve Pharma Pvt Ltd.,काठमाडौँ 44600,,काठमाडौँ,44600,+9779801030949,NP,null,null,null,null,false,false,false,null,,false,false,null,
MODAK PHARMA SALES PVT LTD,"P82F+R27, काठमाडौँ 44600",P82F+R27,काठमाडौँ,44600,+97714539543,NP,null,null,null,null,false,false,false,null,,false,false,null,
"Alive Pharmaceutical, Liason Office",काठमाडौँ 44600,,काठमाडौँ,44600,+97716916675,NP,null,null,null,null,false,false,false,null,,false,false,null,
Apple International Pharmaceuticals Pvt. Ltd.,काठमाडौँ 44600,,काठमाडौँ,44600,+97715242817,NP,https://appleintlpharma.com,apple.intpharma@gmail.com,+97715242817,null,false,false,false,null,,false,false,null,
जडीबुटी उत्पादन तथा प्रशोधन कं. लि.,"M9G3+6C6, काठमाडौँ 44600",M9G3+6C6,काठमाडौँ,44600,+97714992152,NP,https://hppcl.com.np,info@hppcl.com.np,+97714992149,null,false,false,false,null,,false,false,null,
Nepal Aushadhi Ltd.,"नेपाल औषधी लिमिटेड, Madan Bhandari Path, काठमाडौँ 44600","नेपाल औषधी लिमिटेड, Madan Bhandari Path",काठमाडौँ,44600,+97714221512,NP,https://nal.com.np,dineshbhattarai03@gmail.com,+97715321512,null,false,false,false,null,,false,false,null,
LOMUS House,"P89C+GPP Lomus House, Dhobichour Road, Marg 44600","P89C+GPP Lomus House, Dhobichour Road",Marg,44600,+97714436396,NP,null,null,null,null,false,false,false,null,,false,false,null,
Yetichem Distributors Pvt. Ltd.,"Street 102, काठमाडौँ 44600",Street 102,काठमाडौँ,44600,+97715359356,NP,https://yetichem.com,yetichem@mos.com.np,+9771534335653252441000500,null,false,false,false,null,,false,false,null,
Omnica Laboratories,"72 Jeetjung Marg, काठमाडौँ 44600",72 Jeetjung Marg,काठमाडौँ,44600,+97714440676,NP,https://omnicalab.com,info@omnicalab.com,+97714536683,null,false,false,false,null,,false,false,null,
Accord Pharmaceuticals,"tinkune subidhanagar-32, काठमाडौँ 44700",tinkune subidhanagar-32,काठमाडौँ,44700,+97714111836,NP,null,null,null,null,false,false,false,null,,false,false,null,
Gorkha Ayurved Company Pvt. Ltd,"Tahachal Bagaicha Marg, काठमाडौँ 44600",Tahachal Bagaicha Marg,काठमाडौँ,44600,+97715286873,NP,https://gorkhaayurved.com,null,null,null,false,false,false,null,,false,false,null,
KEVA PHARMACEUTICALS PVT. LTD.,"Panchakanya Marga, काठमाडौँ 44600",Panchakanya Marga,काठमाडौँ,44600,+9779851027438,NP,null,null,null,null,false,false,false,null,,false,false,null,
Aadee Remedies pvt. ltd,"M86W+R42, Imadol Krishna Mandir Rd, 44600","M86W+R42, Imadol Krishna Mandir Rd",,44600,+97715203973,NP,null,null,null,null,false,false,false,null,,false,false,null,
Prakash Pharmacia Pvt.Ltd.,"त्रिपुरा मार्ग, काठमाडौँ 44600",त्रिपुरा मार्ग,काठमाडौँ,44600,+97714100166,NP,https://prakashpharmacia.com,null,null,null,false,false,false,null,,false,false,null,
हुकम फार्मास्युटिकल्स,"M9JR+CXC, मध्यपुर थिमि 44600",M9JR+CXC,मध्यपुर थिमि,44600,+97714430149,NP,null,null,null,null,false,false,false,null,,false,false,null,
Adley Oncology/ALISON PHARMA,"M8PH+7Q3, Bhawana Marg, काठमाडौँ 44600","M8PH+7Q3, Bhawana Marg",काठमाडौँ,44600,+97715911596,NP,null,null,null,null,false,false,false,null,,false,false,null,
Gautam Medicine Suppliers,"गंगालाल मार्ग, काठमाडौँ 44600",गंगालाल मार्ग,काठमाडौँ,44600,+97715354725,NP,null,null,null,null,false,false,false,null,,false,false,null,
AM Healthcare Pvt Ltd,"Unnamed Road, काठमाडौँ 44600",Unnamed Road,काठमाडौँ,44600,+97714519919,NP,https://amgroupnepal.com,null,null,null,false,false,false,null,,false,false,null,
Dabai Nepal Pharma Pvt.Ltd.,"P837+R3C, Mahankal Marg, काठमाडौँ 44600","P837+R3C, Mahankal Marg",काठमाडौँ,44600,+9779819665118,NP,null,null,null,null,false,false,false,null,,false,false,null,
Royal Pharmaceuticals pvt ltd.,"Bijay Chok, काठमाडौँ 44600",Bijay Chok,काठमाडौँ,44600,+97714109272,NP,null,null,null,null,false,false,false,null,,false,false,null,
एलायन्स फर्मास्यूटिकल प्रा लि.,"212 कुलेश्वोर मार्ग, काठमाडौँ 44600",212 कुलेश्वोर मार्ग,काठमाडौँ,44600,+9779845787669,NP,null,null,null,null,false,false,false,null,,false,false,null,
Everest Pharmaceuticals P. Ltd.,भक्तपुर 44800,,भक्तपुर,44800,+97715383717,NP,https://everestpharmaceuticals.com.np,null,+97715386780,null,false,false,false,null,,false,false,null,
National Medicine Laboratory,"M8RH+5XR, काठमाडौँ 44600",M8RH+5XR,काठमाडौँ,44600,+97714781269,NP,https://nml.gov.np,info@nml.gov.np,+NP04805810490404504004970581048040480580495058042040497040560570505050570580505,null,false,false,false,null,,false,false,null,
Biogain Remedies - Marketing Office,"M8QJ+XXQ, Everest Marga, काठमाडौँ 44600","M8QJ+XXQ, Everest Marga",काठमाडौँ,44600,+97714786564,NP,https://biogain.com.np,null,null,null,false,false,false,null,,false,false,null,
Bluemoon meditech pharma,"म्युजियम मार्ग, काठमाडौँ 44600",म्युजियम मार्ग,काठमाडौँ,44600,+97714286995,NP,https://bmmp.com.np,info@bmmp.com.np,+97715386995,null,false,false,false,null,,false,false,null,
Fleur Himalayan Ltd,"कृष्ण गल्ली, ललितपुर 44600",कृष्ण गल्ली,ललितपुर,44600,+97715529059,NP,https://fhl.com.np,info@fhl.com.np,+97715529059,null,false,false,false,null,,false,false,null,
TIME Pharmaceuticals Marketing Office,"Satdobato 15, ललितपुर 44600",Satdobato 15,ललितपुर,44600,+97715151826,NP,https://timepharma.com,info@timepharma.com,+97778502004,null,false,false,false,null,,false,false,null,
TAJ ONCOTHERAPY PVT.LTD.,"P86C+XQH Infront of Chinese Embassy, हात्तीसार सडक, काठमाडौँ 44600","P86C+XQH Infront of Chinese Embassy, हात्तीसार सडक",काठमाडौँ,44600,+97714422911,NP,null,null,null,null,false,false,false,null,,false,false,null,
Medicine Distributor Centre,"Bhulung khel, काठमाडौँ 44600",Bhulung khel,काठमाडौँ,44600,+97715359892,NP,https://mdc.com.np,info@mdc.com.np,+97715359892,null,false,false,false,null,,false,false,null,
Toreva Pharmaceuticals Pvt. Ltd.,"P83R+HG3, काठमाडौँ 44600",P83R+HG3,काठमाडौँ,44600,+97715911816,NP,null,null,null,null,false,false,false,null,,false,false,null,
Pharmonics Life Sciences Pvt Ltd,"P8JJ+G7C, काठमाडौँ 44600",P8JJ+G7C,काठमाडौँ,44600,+97714528643,NP,null,null,null,null,false,false,false,null,,false,false,null,
Shakya Pharma,"पकनाजोल मार्ग, काठमाडौँ 44600",पकनाजोल मार्ग,काठमाडौँ,44600,+97714701897,NP,null,null,null,null,false,false,false,null,,false,false,null,
Mountain Glacier Pharmaceuticals Pvt. Ltd.,काठमाडौँ 57300,,काठमाडौँ,57300,+9779851338100,NP,https://mgpharma.com.np,null,null,null,false,false,false,null,,false,false,null,
PharmaLife,"Balmandir Compound, काठमाडौँ 44600",Balmandir Compound,काठमाडौँ,44600,+9779801966550,NP,https://pharmalife.com.np,info@pharmalife.com.np,+9779802377872,null,false,false,false,null,,false,false,null,
Association Of Pharmaceutical Producers Of Nepal,"Bagmati Chamber, काठमाडौँ 44600",Bagmati Chamber,काठमाडौँ,44600,+97714100024,NP,https://appon.org.np,appon123@gmail.com,+97714100024,null,false,false,false,null,,false,false,null,
क्वेस्ट औषधि मार्केटिङ कार्यालय,"M8W5+GCW, Sungabha Marg, काठमाडौँ 44600","M8W5+GCW, Sungabha Marg",काठमाडौँ,44600,+97715340304,NP,https://quest.com.np,null,null,null,false,false,false,null,,false,false,null,
Tesla Pharmacy Pvt. Ltd.,"P8GJ+R5Q, Baluwatar, In between Russian Embassy and PM quartar, Thirbam Sadak, काठमाडौँ 44600","P8GJ+R5Q, Baluwatar, In between Russian Embassy and PM quartar, Thirbam Sadak",काठमाडौँ,44600,+97714534871,NP,null,null,null,null,false,false,false,null,,false,false,null,
Bistra Pharma Link Pvt Ltd,काठमाडौँ 44600,,काठमाडौँ,44600,+97714116691,NP,https://bistra.com.np,info@bistra.com.np,+97714116695,null,false,false,false,null,,false,false,null,
Nepal Pharma Mart,"P8R7+7MH, Ganeshthan Marg, काठमाडौँ 44600","P8R7+7MH, Ganeshthan Marg",काठमाडौँ,44600,+97714387026,NP,null,null,null,null,false,false,false,null,,false,false,null,
Prime Care Pharma,"Outside Nepal Korea Friendship Municipality Hospital Madhyapur Thimi 4, Siddhikali Marg, 44811","Outside Nepal Korea Friendship Municipality Hospital Madhyapur Thimi 4, Siddhikali Marg",,44811,+9779705435600,NP,null,null,null,null,false,false,false,null,,false,false,null,
Minko Pharma link Pvt Ltd,"P864+4XF, काठमाडौँ 44600",P864+4XF,काठमाडौँ,44600,+97714252927,NP,https://npl.bizdirlib.com,userdatabasesets@gmail.com,null,null,false,false,false,null,,false,false,null,
24seven Health & Beauty- Online Pharmacy and Beauty Products in Nepal,"महराजगंज सड़क, काठमाडौँ 44600",महराजगंज सड़क,काठमाडौँ,44600,+97714720313,NP,https://24seven.com.np,247hnb@gmail.com,+97714720313,+9779801017708,false,false,false,null,,false,false,null,
Nivix Pharmaceuticals(Kathmandu Office),"M8PR+5CH, काठमाडौँ 44600",M8PR+5CH,काठमाडौँ,44600,+97715913406,NP,https://nivix.com.np,corporate@nivix.com.np,+97761580395,null,false,false,false,null,,false,false,null,
Medrik pharmaceutical head office,"Medical Bus Stop, Kathmandu 44600",Medical Bus Stop,Kathmandu,44600,+97714358871,NP,null,null,null,null,false,false,false,null,,false,false,null,
डल्फिन एम बी प्रा.लि.,"Radha Bhawan 115, Saraswoti Marg, काठमाडौँ 44600","Radha Bhawan 115, Saraswoti Marg",काठमाडौँ,44600,+97715360710,NP,https://dolphinmb.com,info@dolphinmb.com,+97715360935,+9779704553032,false,false,false,null,,false,false,null,
गोर्खाली फर्मा,"P894+MVW, Ropeway Sadak, काठमाडौँ 44600","P894+MVW, Ropeway Sadak",काठमाडौँ,44600,+97714959751,NP,null,null,null,null,false,false,false,null,,false,false,null,
S.R. Drug Laboratories Pvt. Ltd.,"3rd Floor, Saket Complex, त्रिपुरा मार्ग, काठमाडौँ 44600","3rd Floor, Saket Complex, त्रिपुरा मार्ग",काठमाडौँ,44600,+97714223764,NP,https://srdrug.net,info@srdrug.net,+97714223764,null,false,false,false,null,,false,false,null,
सागर चिकित्सा वितरक,"P855+Q2V, गंगालाल मार्ग, काठमाडौँ 44600","P855+Q2V, गंगालाल मार्ग",काठमाडौँ,44600,+97714248589,NP,null,null,null,null,false,false,false,null,,false,false,null,
SGENERIX PHARMA DISTRIBUTORS,"OM Shanti Chock, KARESOR MARG, काठमाडौँ 44600","OM Shanti Chock, KARESOR MARG",काठमाडौँ,44600,+97714621029,NP,null,null,null,null,false,false,false,null,,false,false,null,
संग फर्मा,"P8PJ+296, महाराजगंज रोड, काठमाडौँ 44600","P8PJ+296, महाराजगंज रोड",काठमाडौँ,44600,+97714440621,NP,null,null,null,null,false,false,false,null,,false,false,null,
Rohto Mentholatum Nepal Pvt. Ltd.,"दरवार मार्ग, काठमाडौँ 44600",दरवार मार्ग,काठमाडौँ,44600,+97715360031,NP,https://rohto.com.np,info@rohto.com.np,+97715360031,null,false,false,false,null,,false,false,null,
Mark Formulation pvt ltd Office,काठमाडौँ 44600,,काठमाडौँ,44600,+97714489128,NP,https://markformulations.com.np,info@markformulations.com.np,+97714589128,null,false,false,false,null,,false,false,null,
Archana Surgical Suppliers - Oxygen Machine | Bipap Machine | Cipap Machine | Hospital Bed | Oxygen Cylinder | Pulsometer,"त्रिपुरा मार्ग, काठमाडौँ 44600",त्रिपुरा मार्ग,काठमाडौँ,44600,+9779851087731,NP,https://archanasurgical.com.np,archanasurgical@gmail.com,+9779851087731,+9779851087731,false,false,false,null,,false,false,null,
Mk Healthcare Nepal pharmaceuticals P.ltd,"Siddhartha Marg, काठमाडौँ 44600",Siddhartha Marg,काठमाडौँ,44600,+97715242102,NP,null,null,null,null,false,false,false,null,,false,false,null,
निर्मल औषधि निजी लिमिटेड,"M6W8+CWH, H02, चन्द्रागिरी 44600","M6W8+CWH, H02",चन्द्रागिरी,44600,+97714311804,NP,null,null,null,null,false,false,false,null,,false,false,null,
