firstname,lastname,email,phone1,phone2,phone3,address1,city,zipcode,country,website,company,tags
Apekshya,beauty salon,,+9779861173478,,,भक्तपुर,,44800,NP,,Apekshya beauty salon,no_website
Muna,Makeover Studio,,+9779860113467,,,"MCCM+WMG, Inacho - Hanumanghat Rd, भक्तपुर",,44800,NP,,Muna Makeover Studio,no_website
एन्जला,ब्युटी पार्लर ट्र्‍ेनिङ्ग एण्ड कस्मेटिक्स सेन्टर,,+9779849893915,,,"MCCG+55V, भक्तपुर मार्ग, भक्तपुर",,44800,NP,,एन्जला ब्युटी पार्लर ट्र्‍ेनिङ्ग एण्ड कस्मेटिक्स सेन्टर,no_website
सरीता,पार्लर एण्ड ट्र्‍ेनिङ्ग सेन्टर,,+97716615567,,,"MC8G+98X, सुर्यविनायक, भक्तपुर",,44800,NP,,सरीता पार्लर एण्ड ट्र्‍ेनिङ्ग सेन्टर,no_website
Sat,Saheeb Beauty Clinic,,+9779851001080,,,"MCCC+JM7, भक्तपुर",,44800,NP,,Sat Saheeb Beauty Clinic,no_website
White,rose beauty parlour and training center,,+9779849129343,,,"MCHJ+24J Mahakali sthan, भक्तपुर",,44800,NP,,White rose beauty parlour and training center,no_website
Catchy,Beauty Zone & Training Institute,,+9779813550545,,,"MCG5+2HH, नगरकोट सडक, भक्तपुर",,44800,NP,,Catchy Beauty Zone & Training Institute,no_website
R.L,COSMETIC AND BEAUTY CLINIC,,+9779840051040,,,"Mahakali sthan, भक्तपुर",,44800,NP,,R.L COSMETIC AND BEAUTY CLINIC,no_website
Beauty,with Inisha,,+9779861387678,,,"Kamalbinayak, भक्तपुर",,44800,NP,,Beauty with Inisha,no_website
Aaha,Collection Beauty Parlour,,+97716617677,,,"MCCG+75W, भक्तपुर मार्ग, भक्तपुर",,44800,NP,,Aaha Collection Beauty Parlour,no_website
प्रकृति,ब्यूटी पार्लर,,+9779849752970,,,"MCCF+M94, भर्वाचो मार्ग, भक्तपुर",,44800,NP,,प्रकृति ब्यूटी पार्लर,no_website
लक्ष्मी,ब्यूटि क्लिनिक एण्ड टर्‍ेनिङ्ग सेन्टर,,+9779808252044,,,"MCFH+4V9, त्रिपुरासुन्दरी मार्ग, भक्तपुर",,44800,NP,,लक्ष्मी ब्यूटि क्लिनिक एण्ड टर्‍ेनिङ्ग सेन्टर,no_website
Sweta,Beauty Home & Training Center,,+97716617051,,,"MC9H+J53, राम मन्दिर रोड, भक्तपुर",,44800,NP,,Sweta Beauty Home & Training Center,no_website
Manu,Beauty Parlour,,+9779851202248,,,"MCH5+QJ6, Road, भक्तपुर",,44800,NP,,Manu Beauty Parlour,no_website
चमक,सौन्दर्य घर,,+9779841114215,,,"MCGQ+PX9, Kamal Pokhari Path, भक्तपुर",,44800,NP,,चमक सौन्दर्य घर,no_website
Perfection,Unisex Salon & Training Center,,+9779845392593,,,"Bhaktapur 1, Shrijananagar",,,NP,,Perfection Unisex Salon & Training Center,no_website
ठीक,ब्यूटी पार्लर र ट्रेनिंग सेन्टर,,+97716612295,,,"MCCH+PR6, तौमादी, भक्तपुर",,44800,NP,,ठीक ब्यूटी पार्लर र ट्रेनिंग सेन्टर,no_website
ब्युटि,केयर कस्मेटिक एण्ड ब्युटिपार्लर,,+9779849177304,,,"MCCG+G54, भक्तपुर मार्ग, भक्तपुर",,44800,NP,,ब्युटि केयर कस्मेटिक एण्ड ब्युटिपार्लर,no_website
Prettys,Beauty Care & Training Centre,,+9779841818450,,,"MCGQ+22R, नाम्टार",,44100,NP,,Prettys Beauty Care & Training Centre,no_website
Shova,beauty parlour,,+9779843206182,,,भक्तपुर,,,NP,,Shova beauty parlour,no_website
Gossip,"Beauty parlour, Cosmetics and Gift Shop",,+9779818048808,,,"MC96+P5V, Sallaghari Bus Stand, नगरकोट सडक, भक्तपुर",,44800,NP,,"Gossip Beauty parlour, Cosmetics and Gift Shop",no_website
Rituz,Cosmoline & Parlor,,+9779861488278,,,"Chokha ganesh, भक्तपुर",,44800,NP,,Rituz Cosmoline & Parlor,no_website
Sangee's,Beauty & Wellness,,+9779808312076,,,"MC8G+99R, GApali Marg, सुर्यविनायक",,44800,NP,,Sangee's Beauty & Wellness,no_website
Beauty,with style studio,,+9779808735848,,,"MCFQ+PRH, भक्तपुर",,44800,NP,,Beauty with style studio,no_website
Sanam,makeup studio,,+9779849720179,,,"MCGQ+CV5, भक्तपुर",,44800,NP,,Sanam makeup studio,no_website
श्री,श्रृंगार ब्यूटी पार्लर,,+97716616314,,,"MCCJ+H3J, सकोथा, भक्तपुर",,44800,NP,,श्री श्रृंगार ब्यूटी पार्लर,no_website
Deepika,Beauty Home And Training Point,,+9779841621667,,,"MC8G+XFG, सुर्यविनायक",,44800,NP,,Deepika Beauty Home And Training Point,no_website
सौन्दर्य,विश्व,,+9779818825221,,,"MCFG+2H3, Road, भक्तपुर",,44800,NP,,सौन्दर्य विश्व,no_website
Make,up with jeena,,+9779860968947,,,"Inacho - Hanumanghat Rd, भक्तपुर",,44800,NP,,Make up with jeena,no_website
फेमिना,"ब्युटी पार्लर, कस्मेटिक एण्ड ट्रेनिङ्ग सेन्टर",,+9779841958850,,,"MC8G+F6G, Suryabinayak, भक्तपुर",,44800,NP,,"फेमिना ब्युटी पार्लर, कस्मेटिक एण्ड ट्रेनिङ्ग सेन्टर",no_website
Sakura,Beauty Salon,,+9779868553444,,,"M7FG+VWG, कीर्तिपुर",,44600,NP,,Sakura Beauty Salon,no_website
Beauty,Zone parlour and training center,,+9779803550467,,,"M7FH+6RQ, कीर्तिपुर",,44600,NP,,Beauty Zone parlour and training center,no_website
Hamro,Hair Studio(Unisex Salon),,+9779840832195,,,"M7JH+MPF, कीर्तिपुर",,44600,NP,,Hamro Hair Studio(Unisex Salon),no_website
Shahinoor,Unisex Salon Kritipur,,+9779842748877,,,कीर्तिपुर,,44600,NP,,Shahinoor Unisex Salon Kritipur,no_website
Rising,Beauty Salon & Training Center Tahachal,,+9779841819129,,,"ताहाचल मार्ग, काठमाडौँ",,44600,NP,,Rising Beauty Salon & Training Center Tahachal,no_website
Samaachhen,(समा:छेँ) The Beauty Home,,+9779841993410,,,"M75Q+6WM, कीर्तिपुर",,44600,NP,,Samaachhen (समा:छेँ) The Beauty Home,no_website
Beauty,Sheen,,+9779801196612,,,"tyanglaphat chowk, कीर्तिपुर",,44600,NP,,Beauty Sheen,no_website
Swornima,Beauty Salon,,+9779847637163,,,"M7PG+65W, कीर्तिपुर",,44600,NP,,Swornima Beauty Salon,no_website
The,Tiara Unisex Salon,,+9779843222202,,,"M7XJ+CF8, चक्रपथ, काठमाडौँ",,44600,NP,,The Tiara Unisex Salon,no_website
उज्ज्वल,ब्यूटी,,+9779860645129,,,"M7FJ+956, Kirtipur Ring Rd, कीर्तिपुर",,44618,NP,,उज्ज्वल ब्यूटी,no_website
The,Scissors Unisex Salon,,+9779709239003,,,"M862+5PC, ललितपुर",,44700,NP,,The Scissors Unisex Salon,no_website
Sosha's,Beauty Parlor,,+9779849087449,,,"M7FJ+M42 Dobato, कीर्तिपुर",,44600,NP,,Sosha's Beauty Parlor,no_website
Reshma,Beauty Parlor,,+97714335201,,,"M7HH+8GC, Kirtipur Ring Rd, कीर्तिपुर",,44618,NP,,Reshma Beauty Parlor,no_website
Trisha,Herbal Beauty Parlour,,+9779823222040,,,"M7QH+F4Q, कीर्तिपुर",,44600,NP,,Trisha Herbal Beauty Parlour,no_website
Kalanki,>Eky Beauty Lounge Academy,,+9779805012512,,,"M7VJ+CJ6, काठमाडौँ",,44600,NP,,Kalanki >Eky Beauty Lounge Academy,no_website
Yashu,Unisex Beauty Saloon,,+9779869635783,,,"Kirtipur Ring Rd, काठमाडौँ",,44600,NP,,Yashu Unisex Beauty Saloon,no_website
De',Bibha Beauty Salon,,+9779765045556,,,"गणेशमान सिंह पथ, काठमाडौँ",,44600,NP,,De' Bibha Beauty Salon,no_website
The,Hair Port,,+9779841321855,,,"M7JH+8P4, कीर्तिपुर",,44600,NP,,The Hair Port,no_website
Hair,De Beauty Spot,,+9779849420502,,,"Gaurishankar marg, काठमाडौँ",,44600,NP,,Hair De Beauty Spot,no_website
NOVA,Beauty Salon & Academy,,+9779702131333,,,"13 Bafal Marg, काठमाडौँ",,44600,NP,,NOVA Beauty Salon & Academy,no_website
Charming,Blossom Studio,,+9779860863246,,,"M798+2Q3, कीर्तिपुर",,44600,NP,,Charming Blossom Studio,no_website
Studio21,makeup studio & unisex salon,,+9779848101111,,,"Ganeshman Singh Path, काठमाडौँ",,44600,NP,,Studio21 makeup studio & unisex salon,no_website
Suragini,Beauty Salon & Spa,,+9779851313412,,,"Balkhu Chowk, काठमाडौँ",,44600,NP,,Suragini Beauty Salon & Spa,no_website
Manila's,Beauty Parlour,,+9779843934831,,,"Mali Road, कीर्तिपुर",,44600,NP,,Manila's Beauty Parlour,no_website
BLISS,by Sakil Kunwar Chhaya Center,,+97715252016,,,"3rd Floor Shop N0, Chhaya Center, 26 भगवान बहाल मार्ग, काठमाडौँ",,44600,NP,,BLISS by Sakil Kunwar Chhaya Center,no_website
Shahnaz,Beauty Home,,+9779803139648,,,"M7FH+GWQ, पांगादोबाटो रोड, कीर्तिपुर",,44618,NP,,Shahnaz Beauty Home,no_website
Ushine,,,+9779803813093,,,"M7WQ+58G, काठमाडौँ",,44600,NP,,Ushine,no_website
Ruina,Beauty Home,,+9779843917840,,,"M7HH+94R, Chikhu Rd, कीर्तिपुर",,44618,NP,,Ruina Beauty Home,no_website
शालिनी,ब्यूटी पार्लर र ट्रेनिंग सेन्टर,,+9779841330199,,,"M7GJ+26R, Kirtipur Rd, कीर्तिपुर",,44618,NP,,शालिनी ब्यूटी पार्लर र ट्रेनिंग सेन्टर,no_website
Yashu,Unisex Saloon,,+9779869635783,,,"dobato, Buddha bihar, कीर्तिपुर",,44600,NP,,Yashu Unisex Saloon,no_website
B&B,beauty home,,+9779841728523,,,"M7FH+X46, किर्तिपुर रोड, कीर्तिपुर",,44618,NP,,B&B beauty home,no_website
Lotus,Cosmetics,,+9779841718921,,,"M7FH+FW5, Panga Rd, कीर्तिपुर",,44600,NP,,Lotus Cosmetics,no_website
Bevel,Unisex Salon - Best Salon In Kathmandu,,+97715922281,,,काठमाडौँ,,44600,NP,,Bevel Unisex Salon - Best Salon In Kathmandu,no_website
स्वर्गदूतले,गरेको सौंदर्य हेरविचार,,+97715387409,,,"M7RX+9GQ, कुलेश्वोर मार्ग, काठमाडौँ",,44614,NP,,स्वर्गदूतले गरेको सौंदर्य हेरविचार,no_website
New,Suragini Beauty Parlour,,+9779851313412,,,"Thambahal, कीर्तिपुर",,44618,NP,,New Suragini Beauty Parlour,no_website
Glam,House Unisex Parlour And Academy,,+9779866478188,,,"चक्रपथ, काठमाडौँ",,44600,NP,,Glam House Unisex Parlour And Academy,no_website
घाम,सौन्दर्य घर र प्रशिक्षण केन्द्र,,+9779841098272,,,"Shikali Marg, ललितपुर",,44600,NP,,घाम सौन्दर्य घर र प्रशिक्षण केन्द्र,no_website
Classic,Hair & Beauty Unisex Salon,,+9779745696332,,,काठमाडौँ,,44600,NP,,Classic Hair & Beauty Unisex Salon,no_website
Royal,Beauty Salon,,+9779841609114,,,"bazar marg Gaurishankar Sadak, काठमाडौँ",,44600,NP,,Royal Beauty Salon,no_website
VedaSalonBoudha,,,+9779704528147,,,"Tusal, N D Complex, बौद्धनाथ सडक, काठमाडौँ",,44600,NP,,VedaSalonBoudha,no_website
LumiGlow,Beauty Hub,,+9779841996161,,,काठमाडौँ,,44600,NP,,LumiGlow Beauty Hub,no_website
Aaska,Glamour Academy Pvt Ltd -Kalanki Branch,,+9779814628739,,,"M7VM+FF9, काठमाडौँ",,44600,NP,,Aaska Glamour Academy Pvt Ltd -Kalanki Branch,no_website
Good,New ITC Beauty Hub & Skin Care Center,,+9779805509979,,,Nagarjun-10,,44600,NP,,Good New ITC Beauty Hub & Skin Care Center,no_website
Glow&Shine,Beauty Parlour & Cosmetics,,+9779843086555,,,"M7VH+8Q6, काठमाडौँ",,44600,NP,,Glow&Shine Beauty Parlour & Cosmetics,no_website
MEDPA,Hair Cutting Sewa,,+9779823695421,,,"M7GJ+GGV, चक्रपथ, कीर्तिपुर",,44618,NP,,MEDPA Hair Cutting Sewa,no_website
Samragi,beauty salon by Ashvika,,+9779823065528,,,"Nakhu, ललितपुर",,44600,NP,,Samragi beauty salon by Ashvika,no_website
New,Esther super salon,,+9779800690765,,,"M7FH+2RC, Road, कीर्तिपुर",,44618,NP,,New Esther super salon,no_website
korean,beauty salon,,+9779813390027,,,"Ekantakuna-Tikabhairab Rd, कार्यविनायक",,44600,NP,,korean beauty salon,no_website
Capital,Spa,,+9779768712251,,,"M7VJ+JGR, काठमाडौँ",,44600,NP,,Capital Spa,no_website
Apollo,Beauty Station,,+9779841329966,,,"M7RW+C73, Kuleshwor Awas Sadak, काठमाडौँ",,44600,NP,,Apollo Beauty Station,no_website
Sindur,beauty salon and training center,,+9779840243810,,,"M864+883, M864+887Lalitpur",,44600,NP,,Sindur beauty salon and training center,no_website
Ananeke,Beauty Salon,,+97714794675,,,"दरवार मार्ग, काठमाडौँ",,44600,NP,,Ananeke Beauty Salon,no_website
OA'S,Beauty & Bubbles Preety Salon,,+9779803608589,,,"M7R2+96R Hariyal Awas, चन्द्रागिरी",,44600,NP,,OA'S Beauty & Bubbles Preety Salon,no_website
Aaina,Unisex Salon& Academy,,+9779860872271,,,"Bluestar Complex, काठमाडौँ",,44600,NP,,Aaina Unisex Salon& Academy,no_website
Hello,Nepal,,+9779808582117,,,"M7CJ+QV7, कीर्तिपुर",,44600,NP,,Hello Nepal,no_website
लोटस,ब्यूटी पार्लर र प्रशिक्षण केन्द्र,,+9779841939959,,,"मास्टर मार्ग, काठमाडौँ",,44600,NP,,लोटस ब्यूटी पार्लर र प्रशिक्षण केन्द्र,no_website
krisha,beauty parlor,,+9779849421634,,,"M8G4+372, ललितपुर",,44600,NP,,krisha beauty parlor,no_website
Nail,art & mehendi,,+9779813722230,,,कीर्तिपुर,,44600,NP,,Nail art & mehendi,no_website
UNISEX,SALOON,,+9779860920921,,,"M8HW+JGR, सेती ओपी मार्ग, काठमाडौँ",,44600,NP,,UNISEX SALOON,no_website
Lookz,Beauty Parlour,,+9779849150150,,,"M799+W4Q Ganesh Mandir, Dhalpa - KMV Rd, कीर्तिपुर",,44600,NP,,Lookz Beauty Parlour,no_website
Classy,Hair & Beauty Unisex Salon,,+9779800649496,,,काठमाडौँ,,44600,NP,,Classy Hair & Beauty Unisex Salon,no_website
Veda,Hair Salon,,+97714521231,,,"Charkhal Rd, काठमाडौँ",,44600,NP,,Veda Hair Salon,no_website
Sama,Beauty Parlour,,+9779860461304,,,"M79J+XQ4, कीर्तिपुर",,44600,NP,,Sama Beauty Parlour,no_website
Hidden,beauty parlour,,+9779869784965,,,"Kadaghari, Football ground, काठमाडौँ",,44600,NP,,Hidden beauty parlour,no_website
Om,SPA & Beauty Salon,,+9779840292943,,,"M8P4+93R, सानेपा रोड, ललितपुर",,44700,NP,,Om SPA & Beauty Salon,no_website
Renew,health care spa,,+9779707295997,,,"M9G2+FJ2, ढुंगे धारा मार्ग, काठमाडौँ",,44600,NP,,Renew health care spa,no_website
TG,Beauty Care & Academy P.LTD,,+9779803279279,,,"Narefant, Jadibuti, काठमाडौँ",,44600,NP,,TG Beauty Care & Academy P.LTD,no_website
Sabi,Beauty Hub and Training Centre,,+9779860644590,,,"Himali Marga, काठमाडौँ",,00977,NP,,Sabi Beauty Hub and Training Centre,no_website
U&Me,- UNISEX SALON & MAKEUP STUDIO,,+9779822224444,,, मध्यपुर थिमि,,44600,NP,,U&Me - UNISEX SALON & MAKEUP STUDIO,no_website
Kripa,glam & Cosmetics,,+9779818120171,,,मध्यपुर थिमि,,44600,NP,,Kripa glam & Cosmetics,no_website
RL,Beauty Home Lokanthali,,+9779851171276,,,"Ramailo Chowk, मध्यपुर थिमि",,00977,NP,,RL Beauty Home Lokanthali,no_website
LADLY,BEAUTY EXPRESS & TRANING CENTRE,,+9779808174753,,,"Manohara Steel Brg, मध्यपुर थिमि",,44600,NP,,LADLY BEAUTY EXPRESS & TRANING CENTRE,no_website
Blush,and Bloom makeup studio,,+9779841731276,,,मध्यपुर थिमि,,44600,NP,,Blush and Bloom makeup studio,no_website
Orchid,Beauty Studio.,,+9779841675962,,,"M9RV+PJF, मध्यपुर थिमि",,44600,NP,,Orchid Beauty Studio.,no_website
Samlet,Beauty Parlour & Training Center,,+9779841311201,,,"M8JX+2JW, रत्न मार्ग, काठमाडौँ",,44600,NP,,Samlet Beauty Parlour & Training Center,no_website
R.B.,Parlor And Spa,,+9779811683137,,,काठमाडौँ,,44600,NP,,R.B. Parlor And Spa,no_website
Valentino,Unisex Salon,,+97714600631,,,"Koteswor, SR Complex, 2nd Floor",,44600,NP,,Valentino Unisex Salon,no_website
Lokanthali,opposite to jadibuti tarkari bajar,,+9779841432130,,,"M9F4+65R, मध्यपुर थिमि",,44600,NP,,Lokanthali opposite to jadibuti tarkari bajar,no_website
Trishna,beauty parlor,,+9779841485717,,,काठमाडौँ,,44600,NP,,Trishna beauty parlor,no_website
Rubina,Beauty parlour,,+9779803002756,,,"koteswhor -35, काठमाडौँ",,44600,NP,,Rubina Beauty parlour,no_website
Flora,Spa,,+9779763488180,,,"M8GW+962, काठमाडौँ",,44600,NP,,Flora Spa,no_website
Kaushika,Ko Beauty Home,,+9779826070846,,,"Radhe Radhe Rd, मध्यपुर थिमि",,,NP,,Kaushika Ko Beauty Home,no_website
Riza,Beauty Parlor,,+9779841752850,,,"M9J8+68H, मध्यपुर थिमि",,44600,NP,,Riza Beauty Parlor,no_website
Shadow,Beauty Salon,,+9779741836325,,,"M8HV+CWR, काठमाडौँ",,44600,NP,,Shadow Beauty Salon,no_website
Royal,de' Salon,,+9779841475655,,,"M99P+X87, Thimi-Biruwa Rd, अनन्तलिङ्गेश्वर",,,NP,,Royal de' Salon,no_website
Noyana,Beauty Hub,,+9779702434785,,,"Tinkune, काठमाडौँ",,44600,NP,,Noyana Beauty Hub,no_website
Manisha,Beauty Parlor And Training Center,,+9779849576762,,,"M9J8+78X, मध्यपुर थिमि",,44600,NP,,Manisha Beauty Parlor And Training Center,no_website
Sandhya,Beauty parlour,,+9779841490868,,,"Gatthaghar Road, मध्यपुर थिमि",,44600,NP,,Sandhya Beauty parlour,no_website
RT,NAIL AND BEAUTY STUDIO,,+9779827622340,,,"Sun City Marg, काठमाडौँ",,44600,NP,,RT NAIL AND BEAUTY STUDIO,no_website
Ridhi,sidhi beauty parlour & training center,,+9779824687999,,,"Unnamed Road, Kathmandu , कागेश्वरी मनोहरा",,44600,NP,,Ridhi sidhi beauty parlour & training center,no_website
Sage,& Glow Beauty Studio and Unisex Salon,,+9779709086075,,,"M9R8+722, काठमाडौँ",,44600,NP,,Sage & Glow Beauty Studio and Unisex Salon,no_website
लिसम,"ब्यूटी कस्मेटिक स्टोर , ठिमी",,+97715093519,,,मध्यपुर थिमि,,44800,NP,,"लिसम ब्यूटी कस्मेटिक स्टोर , ठिमी",no_website
The,Girls World Fashion & Makeup studio,,+9779814015593,,,"M9V9+8MH, pepsicola old, काठमाडौँ",,44600,NP,,The Girls World Fashion & Makeup studio,no_website
पञ्चकन्या,ब्युटी पार्लर एण्ड मसाज सेन्टर,,+9779849829546,,,"M9GF+5XP, अरनिको राजमार्ग, मध्यपुर थिमि",,44800,NP,,पञ्चकन्या ब्युटी पार्लर एण्ड मसाज सेन्टर,no_website
D.J,. ब्यूटि होम एण्ड ट्र्‍ेनिङ्ग सेन्टर,,+9779808221502,,,"M9CP+J8G, Biruwa Road, मध्यपुर थिमि",,44800,NP,,D.J . ब्यूटि होम एण्ड ट्र्‍ेनिङ्ग सेन्टर,no_website
Prerana,Beauty Parlour,,+9779841232028,,,"M9FF+95F, अरनिको राजमार्ग, मध्यपुर थिमि",,44800,NP,,Prerana Beauty Parlour,no_website
LOOKWELL,Salon,,+9779810320973,,,"Pepsicola town planing near laxmi bank, काठमाडौँ",,44600,NP,,LOOKWELL Salon,no_website
Beauty,Zone Beauty Parlour,,+9779851129430,,,"M9CM+RRG, मध्यपुर थिमि",,,NP,,Beauty Zone Beauty Parlour,no_website
Roslin,Beauty Home,,+9779860063110,,,"Suncity chowk, काठमाडौँ",,44600,NP,,Roslin Beauty Home,no_website
सौन्दर्य,ब्यूटी पार्लर एण्ड टे्र्‍निङ्ग सेन्टर,,+9779860354676,,,"M9HP+58F, मध्यपुर थिमि",,44600,NP,,सौन्दर्य ब्यूटी पार्लर एण्ड टे्र्‍निङ्ग सेन्टर,no_website
स्पर्श,र चमक सौन्दर्य घर,,+9779841308892,,,"M9FF+MM9, अरनिको राजमार्ग, मध्यपुर थिमि",,44600,NP,,स्पर्श र चमक सौन्दर्य घर,no_website
Shubisha,Beauty Parlour & Training Center,,+9779841528229,,,"M9V8+7P4, काठमाडौँ",,44600,NP,,Shubisha Beauty Parlour & Training Center,no_website
लुमन्ति,ब्यूटी होम एण्ड ट्र्‍ेनिङ्ग सेन्टर,,+9779841040821,,,"M9JP+PJG, पुरानो बाटो, मध्यपुर थिमि",,44800,NP,,लुमन्ति ब्यूटी होम एण्ड ट्र्‍ेनिङ्ग सेन्टर,no_website
OM,BEAUTY PARLOUR AND TRENING CENTER,,+9779841722238,,,काठमाडौँ,,44600,NP,,OM BEAUTY PARLOUR AND TRENING CENTER,no_website
Saanz,Glowing Makeup Studio,,+9779841435909,,,"M9FF+FJ7, मध्यपुर थिमि",,44600,NP,,Saanz Glowing Makeup Studio,no_website
Makeover,Beauty Parlour Tranning Center,,+97716637281,,,"M9FJ+66Q, अरनिको राजमार्ग, मध्यपुर थिमि",,44600,NP,,Makeover Beauty Parlour Tranning Center,no_website
G1,Beauty Parlour & Makeup Studio,,+9779803223537,,,"Harhar Mahadev, काठमाडौँ",,45600,NP,,G1 Beauty Parlour & Makeup Studio,no_website
Hidden,Beauty Academy,,+9779808362684,,,"M9FH+6Q8, मध्यपुर थिमि",,44600,NP,,Hidden Beauty Academy,no_website
Glam,Up Beauty Parlour and Training Center,,+9779803682432,,,"Chardobato, मध्यपुर थिमि",,44600,NP,,Glam Up Beauty Parlour and Training Center,no_website
शिवम्,कस्मेटिक एण्ड व्युटिपार्लर शप,,+9779842655519,,,"M9FF+P2V, अरनिको राजमार्ग, मध्यपुर थिमि",,44600,NP,,शिवम् कस्मेटिक एण्ड व्युटिपार्लर शप,no_website
नरेश,ब्यूटी होम,,+9779841543877,,,"M9MP+5M9, पुरानो बाटो, मध्यपुर थिमि",,44600,NP,,नरेश ब्यूटी होम,no_website
Barahi,Beauty Parlour and Cosmetics,,+9779885174502,,,"M97P+XF9, अनन्तलिङ्गेश्वर",,,NP,,Barahi Beauty Parlour and Cosmetics,no_website
Aaina,& edge unisex saloon,,+9779843082062,,,काठमाडौँ,,44600,NP,,Aaina & edge unisex saloon,no_website
Jagulu,Cosmestic & Beauty Parlour,,+9779841245664,,,"Jagulu Tower, अरनिको राजमार्ग, मध्यपुर थिमि",,44600,NP,,Jagulu Cosmestic & Beauty Parlour,no_website
Angel,Beauty Parlour,,+9779803027775,,,"M9FJ+73M, अरनिको राजमार्ग, मध्यपुर थिमि",,44800,NP,,Angel Beauty Parlour,no_website
सूर्यमुखी,ब्यूटी पार्लर अनि ट्रेनिंग सेन्टर,,+9779841736437,,,"M9FP+54W, अरनिको राजमार्ग, मध्यपुर ठिमी",,44800,NP,,सूर्यमुखी ब्यूटी पार्लर अनि ट्रेनिंग सेन्टर,no_website
Glam,With Maishu,,+9779845165648,,,मध्यपुर थिमि,,,NP,,Glam With Maishu,no_website
Ranjals,aesthetic korean shop and Beauty Parlour,,+9779823831882,,,"JGM9+JR4, Layaku Marga, बनेपा",,45210,NP,,Ranjals aesthetic korean shop and Beauty Parlour,no_website
CTEVT,AFFILIATED PEARL BEAUTY PARLOUR & TRAINING CENTER,,+9779841689372,,,"JGHF+VG2 Panauti Bus Stand, बनेपा-पनौती-खोपासी रोड, बनेपा",,45210,NP,,CTEVT AFFILIATED PEARL BEAUTY PARLOUR & TRAINING CENTER,no_website
imana,unisex salon and academy,,+9779843362092,,,"JGJC+8XQ, बनेपा",,45210,NP,,imana unisex salon and academy,no_website
Makeover,Beauty point,,+9779818330580,,,"mukti marg, बनेपा",,45210,NP,,Makeover Beauty point,no_website
Aalooza,"Nails, Beauty Spa and training centre",,+9779843414037,,,"ganesthan, Tindhara chowk, बनेपा",,45210,NP,,"Aalooza Nails, Beauty Spa and training centre",no_website
Makeover,Beauty Salon,,+9779843531990,,,"JGJF+CG8, Chandeshwori Marg, बनेपा",,45210,NP,,Makeover Beauty Salon,no_website
Unic,Beauty And Hair Care,,+9779841206255,,,"JGJF+HF3, Chandeshwori Marg, बनेपा",,45210,NP,,Unic Beauty And Hair Care,no_website
Prasansha,Beauty Parlour And Treaning Center,,+9779849695629,,,"JGM9+J6F, बनेपा",,45210,NP,,Prasansha Beauty Parlour And Treaning Center,no_website
Charm,Beauty Care,,+9779841735752,,,"JGJC+2QM, बनेपा",,45210,NP,,Charm Beauty Care,no_website
CTEVT,Affiliates CUTS AND CARE B.P & T.C,,+9779841779293,,,बनेपा,,45210,NP,,CTEVT Affiliates CUTS AND CARE B.P & T.C,no_website
Creative,Hair Cutting Saloon,,+9779841104856,,,"JGHF+PCQ, बनेपा",,45210,NP,,Creative Hair Cutting Saloon,no_website
Banepa,Facial House Skin Care & Makeup Studio,,+9779823544249,,,"7 Chandeshwori Marg, बनेपा",,45210,NP,,Banepa Facial House Skin Care & Makeup Studio,no_website
Ajay,hair cutting salon and ladies & gents parlor,,+9779811236003,,,बनेपा,,45210,NP,,Ajay hair cutting salon and ladies & gents parlor,no_website
Bless,Makeup Studio and skin care,,+9779841637247,,,"Chadanichook, अरनिको राजमार्ग, बनेपा",,45210,NP,,Bless Makeup Studio and skin care,no_website
Pragati,beauty care and training center,,+9779843567996,,,बनेपा,,45210,NP,,Pragati beauty care and training center,no_website
Shree,Chandeshwori Hair Cutting Center,,+9779849316975,,,"JGPH+36F, बनेपा",,45210,NP,,Shree Chandeshwori Hair Cutting Center,no_website
Sanisha,"Makeups,The Makeup Studio",,+9779817278990,,,बनेपा,,45210,NP,,"Sanisha Makeups,The Makeup Studio",no_website
Badal,Hair Cutting Salon,,+9779813123450,,,"JGHG+FP3, बनेपा",,45210,NP,,Badal Hair Cutting Salon,no_website
Makeup,Mantra Makeup Studio,,+9779840259812,,,उग्रतारा जनागाल,,45210,NP,,Makeup Mantra Makeup Studio,no_website
हेयर,सेलून,,+9779851058591,,,"JGJ7+WJ4, उग्रतारा जनागाल",,45210,NP,,हेयर सेलून,no_website
Prajana,Beauty Parlour And Cosmetic Center,,+9779843633345,,,"MG34+MJV, नाला उग्रचन्डी",,45200,NP,,Prajana Beauty Parlour And Cosmetic Center,no_website
Amara,Skin & Hair Clinic,,+9779705181819,,,"Banepa - Panauti Rd, बनेपा",,45210,NP,,Amara Skin & Hair Clinic,no_website
Sham,Hair Salon,,+9779841621408,,,"JH83+XMG, धुलिखेल मार्ग, धुलिखेल",,45200,NP,,Sham Hair Salon,no_website
Manju,Beauty Parlor,,+9779849577630,,,"MG36+72M, नाला उग्रचन्डी",,,NP,,Manju Beauty Parlor,no_website
Sunshine,Beauty Parlour,,+9779823457467,,,"JHC3+87, धुलिखेल",,45210,NP,,Sunshine Beauty Parlour,no_website
Shree,Shidi Vinayak Beauty parlour,,+9779818636656,,,"S S V Beauty parlour Banepa municipality, ward 14, साँगा",,,NP,,Shree Shidi Vinayak Beauty parlour,no_website
